	AUC	Accuracy	Baseline error rate	Baseline improvement	Best Num Features	Error rate	Kappa statistic	Mean absolute error	Number instances predicted as dependent variable class BRCACancer	Number instances predicted as dependent variable class BRCACancer correctly	Number instances predicted as dependent variable class BRCACancer incorrectly	Number instances predicted as dependent variable class Control	Number instances predicted as dependent variable class Control correctly	Number instances predicted as dependent variable class Control incorrectly	Number instances with dependent variable class BRCACancer	Number instances with dependent variable class BRCACancer predicted correctly	Number instances with dependent variable class BRCACancer predicted incorrectly	Number instances with dependent variable class Control	Number instances with dependent variable class Control predicted correctly	Number instances with dependent variable class Control predicted incorrectly	Proportion instances predicted as dependent variable class BRCACancer	Proportion instances predicted as dependent variable class BRCACancer correctly	Proportion instances predicted as dependent variable class BRCACancer incorrectly	Proportion instances predicted as dependent variable class Control	Proportion instances predicted as dependent variable class Control correctly	Proportion instances predicted as dependent variable class Control incorrectly	Proportion instances with dependent variable class BRCACancer	Proportion instances with dependent variable class BRCACancer predicted correctly	Proportion instances with dependent variable class BRCACancer predicted incorrectly	Proportion instances with dependent variable class Control	Proportion instances with dependent variable class Control predicted correctly	Proportion instances with dependent variable class Control predicted incorrectly	Relative absolute error	Root mean squared error	Root relative squared error	Total number correct	Total number incorrect	Youden Index
utahontario2_SA_CASPASE_CASCADE_weka_svm_weights_r_svm_rbf	0.5575757575757576	0.5945945945945946	0.4054054054054054	0.0	NA	0.4054054054054054	0.0	0.46414375167497257	0.0	0.0	0.0	37.0	22.0	15.0	15.0	0.0	15.0	22.0	22.0	0.0	0.0	NaN	NaN	1.0	0.5945945945945946	0.40540540540540543	0.40540540540540543	0.0	1.0	0.5945945945945946	1.0	0.0	96.09174084174825	0.4950030488569314	100.81645688624414	22	15	0.0
utahontario2_SA_CASPASE_CASCADE_weka_svm_weights_r_svm_rbf_Training_Data	0.4446455505279035	0.6774193548387096	0.3145161290322581	-0.008064516129032251	NA	0.32258064516129037	-0.01597705858254827	0.4361544694959434	1.0	0.0	1.0	123.0	84.0	39.0	39.0	0.0	39.0	85.0	84.0	1.0	0.008064516129032258	0.0	1.0	0.9919354838709677	0.6829268292682927	0.3170731707317073	0.31451612903225806	0.0	1.0	0.6854838709677419	0.9882352941176471	0.011764705882352941	100.89543132076729	0.47162366617635565	101.57031008167182	84	40	-0.0117647058823529
utahontario2_SA_FAS_SIGNALING_weka_svm_weights_r_svm_rbf	0.43636363636363634	0.5945945945945946	0.4054054054054054	0.0	NA	0.4054054054054054	0.07035175879396995	0.48504980464183867	6.0	3.0	3.0	31.0	19.0	12.0	15.0	3.0	12.0	22.0	19.0	3.0	0.16216216216216217	0.5	0.5	0.8378378378378378	0.6129032258064516	0.3870967741935484	0.40540540540540543	0.2	0.8	0.5945945945945946	0.8636363636363636	0.13636363636363635	100.41992368696887	0.5143130250630333	104.74928798324925	22	15	0.06363636363636371
utahontario2_SA_FAS_SIGNALING_weka_svm_weights_r_svm_rbf_Training_Data	0.570739064856712	0.6854838709677419	0.3145161290322581	0.0	NA	0.3145161290322581	0.10244988864142528	0.41462975082779613	8.0	4.0	4.0	116.0	81.0	35.0	39.0	4.0	35.0	85.0	81.0	4.0	0.06451612903225806	0.5	0.5	0.9354838709677419	0.6982758620689655	0.3017241379310345	0.31451612903225806	0.10256410256410256	0.8974358974358975	0.6854838709677419	0.9529411764705882	0.047058823529411764	95.91612713848816	0.4648791803797296	100.11779706582037	85	39	0.055505279034690824
utahontario2_SA_G1_AND_S_PHASES_weka_svm_weights_r_svm_rbf	0.7696969696969697	0.5945945945945946	0.4054054054054054	0.0	NA	0.4054054054054054	0.0	0.46176338416818324	0.0	0.0	0.0	37.0	22.0	15.0	15.0	0.0	15.0	22.0	22.0	0.0	0.0	NaN	NaN	1.0	0.5945945945945946	0.40540540540540543	0.40540540540540543	0.0	1.0	0.5945945945945946	1.0	0.0	95.59893304945312	0.49400118317268005	100.61240854998566	22	15	0.0
utahontario2_SA_G1_AND_S_PHASES_weka_svm_weights_r_svm_rbf_Training_Data	0.42081447963800905	0.6612903225806451	0.3145161290322581	-0.024193548387096753	NA	0.33870967741935487	-0.047044632086851675	0.4443483776618552	3.0	0.0	3.0	121.0	82.0	39.0	39.0	0.0	39.0	85.0	82.0	3.0	0.024193548387096774	0.0	1.0	0.9758064516129032	0.6776859504132231	0.32231404958677684	0.31451612903225806	0.0	1.0	0.6854838709677419	0.9647058823529412	0.03529411764705882	102.7909246755823	0.4768852416414615	102.70345900916666	82	42	-0.03529411764705881
utahontario2_SA_G2_AND_M_PHASES_weka_svm_weights_r_svm_rbf	0.7606060606060606	0.5675675675675675	0.4054054054054054	-0.027027027027027084	NA	0.43243243243243246	-0.027777777777777866	0.41405041075936805	3.0	1.0	2.0	34.0	20.0	14.0	15.0	1.0	14.0	22.0	20.0	2.0	0.08108108108108109	0.3333333333333333	0.6666666666666666	0.918918918918919	0.5882352941176471	0.4117647058823529	0.40540540540540543	0.06666666666666667	0.9333333333333333	0.5945945945945946	0.9090909090909091	0.09090909090909091	85.72091000369699	0.4764085956931137	97.02935519052282	21	16	-0.024242424242424288
utahontario2_SA_G2_AND_M_PHASES_weka_svm_weights_r_svm_rbf_Training_Data	0.6187028657616893	0.6774193548387096	0.3145161290322581	-0.008064516129032251	NA	0.32258064516129037	0.005477308294209526	0.41953538347450653	5.0	2.0	3.0	119.0	82.0	37.0	39.0	2.0	37.0	85.0	82.0	3.0	0.04032258064516129	0.4	0.6	0.9596774193548387	0.6890756302521008	0.31092436974789917	0.31451612903225806	0.05128205128205128	0.9487179487179487	0.6854838709677419	0.9647058823529412	0.03529411764705882	97.05094509040116	0.4594928632174942	98.9577833862653	84	40	0.0159879336349924
utahontario2_SA_MMP_CYTOKINE_CONNECTION_weka_svm_weights_r_svm_rbf	0.7212121212121213	0.5945945945945946	0.4054054054054054	0.0	NA	0.4054054054054054	0.0	0.44748669608635055	0.0	0.0	0.0	37.0	22.0	15.0	15.0	0.0	15.0	22.0	22.0	0.0	0.0	NaN	NaN	1.0	0.5945945945945946	0.40540540540540543	0.40540540540540543	0.0	1.0	0.5945945945945946	1.0	0.0	92.64322847239652	0.4868956609418879	99.16523852287347	22	15	0.0
utahontario2_SA_MMP_CYTOKINE_CONNECTION_weka_svm_weights_r_svm_rbf_Training_Data	0.5174962292609352	0.6935483870967742	0.3145161290322581	0.008064516129032362	NA	0.30645161290322576	0.052673904302372544	0.4287785594430194	1.0	1.0	0.0	123.0	85.0	38.0	39.0	1.0	38.0	85.0	85.0	0.0	0.008064516129032258	1.0	0.0	0.9919354838709677	0.6910569105691057	0.3089430894308943	0.31451612903225806	0.02564102564102564	0.9743589743589743	0.6854838709677419	1.0	0.0	99.18916512789072	0.46571570256219774	100.29795303244592	86	38	0.02564102564102555
utahontario2_SA_PROGRAMMED_CELL_DEATH_weka_svm_weights_r_svm_rbf	0.6	0.5675675675675675	0.4054054054054054	-0.027027027027027084	NA	0.43243243243243246	0.024604569420035357	0.46091952137062375	1.0	0.0	1.0	36.0	21.0	15.0	15.0	0.0	15.0	22.0	21.0	1.0	0.02702702702702703	0.0	1.0	0.972972972972973	0.5833333333333334	0.4166666666666667	0.40540540540540543	0.0	1.0	0.5945945945945946	0.9545454545454546	0.045454545454545456	95.42422802551076	0.497149836532802	101.25368960161451	21	16	-0.045454545454545414
utahontario2_SA_PROGRAMMED_CELL_DEATH_weka_svm_weights_r_svm_rbf_Training_Data	0.5472096530920062	0.6935483870967742	0.3145161290322581	0.008064516129032362	NA	0.30645161290322576	0.08646762310973272	0.41750888118466184	7.0	4.0	3.0	117.0	82.0	35.0	39.0	4.0	35.0	85.0	82.0	3.0	0.056451612903225805	0.5714285714285714	0.42857142857142855	0.9435483870967742	0.7008547008547008	0.29914529914529914	0.31451612903225806	0.10256410256410256	0.8974358974358975	0.6854838709677419	0.9647058823529412	0.03529411764705882	96.5821551618176	0.46289720201748563	99.6909521653929	86	38	0.06726998491704372
utahontario2_SA_PTEN_PATHWAY_weka_svm_weights_r_svm_rbf	0.5696969696969697	0.5945945945945946	0.4054054054054054	0.0	NA	0.4054054054054054	0.0	0.4593559595122628	0.0	0.0	0.0	37.0	22.0	15.0	15.0	0.0	15.0	22.0	22.0	0.0	0.0	NaN	NaN	1.0	0.5945945945945946	0.40540540540540543	0.40540540540540543	0.0	1.0	0.5945945945945946	1.0	0.0	95.10052361207964	0.4954668536688102	100.9109192495132	22	15	0.0
utahontario2_SA_PTEN_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.6040723981900452	0.6935483870967742	0.3145161290322581	0.008064516129032362	NA	0.30645161290322576	0.13286713286713292	0.41297274208849905	11.0	6.0	5.0	113.0	80.0	33.0	39.0	6.0	33.0	85.0	80.0	5.0	0.08870967741935484	0.5454545454545454	0.45454545454545453	0.9112903225806451	0.7079646017699115	0.2920353982300885	0.31451612903225806	0.15384615384615385	0.8461538461538461	0.6854838709677419	0.9411764705882353	0.058823529411764705	95.53281199867801	0.45533130010226536	98.06153647086946	86	38	0.09502262443438925
utahontario2_SA_REG_CASCADE_OF_CYCLIN_EXPR_weka_svm_weights_r_svm_rbf	0.38484848484848483	0.5945945945945946	0.4054054054054054	0.0	NA	0.4054054054054054	0.0	0.46720493325918216	0.0	0.0	0.0	37.0	22.0	15.0	15.0	0.0	15.0	22.0	22.0	0.0	0.0	NaN	NaN	1.0	0.5945945945945946	0.40540540540540543	0.40540540540540543	0.0	1.0	0.5945945945945946	1.0	0.0	96.72549766040169	0.5013112360407369	102.10123499562161	22	15	0.0
utahontario2_SA_REG_CASCADE_OF_CYCLIN_EXPR_weka_svm_weights_r_svm_rbf_Training_Data	0.3722473604826546	0.6854838709677419	0.3145161290322581	0.0	NA	0.3145161290322581	0.0	0.4431071820062952	0.0	0.0	0.0	124.0	85.0	39.0	39.0	0.0	39.0	85.0	85.0	0.0	0.0	NaN	NaN	1.0	0.6854838709677419	0.31451612903225806	0.31451612903225806	0.0	1.0	0.6854838709677419	1.0	0.0	102.50379940281847	0.47590726560757973	102.49283911000181	85	39	0.0
utahontario2_SA_TRKA_RECEPTOR_weka_svm_weights_r_svm_rbf	0.5515151515151515	0.5945945945945946	0.4054054054054054	0.0	NA	0.4054054054054054	0.0	0.4631828297758013	0.0	0.0	0.0	37.0	22.0	15.0	15.0	0.0	15.0	22.0	22.0	0.0	0.0	NaN	NaN	1.0	0.5945945945945946	0.40540540540540543	0.40540540540540543	0.0	1.0	0.5945945945945946	1.0	0.0	95.89280105688394	0.49834079612848514	101.49625038383336	22	15	0.0
utahontario2_SA_TRKA_RECEPTOR_weka_svm_weights_r_svm_rbf_Training_Data	0.45942684766214176	0.6774193548387096	0.3145161290322581	-0.008064516129032251	NA	0.32258064516129037	-0.01597705858254827	0.43250807278520786	1.0	0.0	1.0	123.0	84.0	39.0	39.0	0.0	39.0	85.0	84.0	1.0	0.008064516129032258	0.0	1.0	0.9919354838709677	0.6829268292682927	0.3170731707317073	0.31451612903225806	0.0	1.0	0.6854838709677419	0.9882352941176471	0.011764705882352941	100.05191189215415	0.4691897109618154	101.04612606887609	84	40	-0.0117647058823529
utahontario2_SIG_BCR_SIGNALING_PATHWAY_weka_svm_weights_r_svm_rbf	0.6393939393939394	0.6216216216216216	0.4054054054054054	0.027027027027026973	NA	0.3783783783783784	0.16181229773462782	0.4314792590364445	9.0	5.0	4.0	28.0	18.0	10.0	15.0	5.0	10.0	22.0	18.0	4.0	0.24324324324324326	0.5555555555555556	0.4444444444444444	0.7567567567567568	0.6428571428571429	0.35714285714285715	0.40540540540540543	0.3333333333333333	0.6666666666666666	0.5945945945945946	0.8181818181818182	0.18181818181818182	89.32920671299702	0.48785576768716904	99.36078188470799	23	14	0.1515151515151516
utahontario2_SIG_BCR_SIGNALING_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.7348416289592761	0.717741935483871	0.3145161290322581	0.032258064516129115	NA	0.282258064516129	0.2426196131659316	0.3571646501210367	22.0	13.0	9.0	102.0	76.0	26.0	39.0	13.0	26.0	85.0	76.0	9.0	0.1774193548387097	0.5909090909090909	0.4090909090909091	0.8225806451612904	0.7450980392156863	0.2549019607843137	0.31451612903225806	0.3333333333333333	0.6666666666666666	0.6854838709677419	0.8941176470588236	0.10588235294117647	82.62274938541724	0.42066875343391613	90.59650478179356	89	35	0.22745098039215694
utahontario2_SIG_CD40PATHWAYMAP_weka_svm_weights_r_svm_rbf	0.5636363636363636	0.5945945945945946	0.4054054054054054	0.0	NA	0.4054054054054054	0.16181229773462782	0.462293728871681	6.0	3.0	3.0	31.0	19.0	12.0	15.0	3.0	12.0	22.0	19.0	3.0	0.16216216216216217	0.5	0.5	0.8378378378378378	0.6129032258064516	0.3870967741935484	0.40540540540540543	0.2	0.8	0.5945945945945946	0.8636363636363636	0.13636363636363635	95.70873038189895	0.494595852968607	100.73352396933724	22	15	0.06363636363636371
utahontario2_SIG_CD40PATHWAYMAP_weka_svm_weights_r_svm_rbf_Training_Data	0.6328808446455506	0.6935483870967742	0.3145161290322581	0.008064516129032362	NA	0.30645161290322576	0.11793335829277428	0.4012490892037335	11.0	6.0	5.0	113.0	80.0	33.0	39.0	6.0	33.0	85.0	80.0	5.0	0.08870967741935484	0.5454545454545454	0.45454545454545453	0.9112903225806451	0.7079646017699115	0.2920353982300885	0.31451612903225806	0.15384615384615385	0.8461538461538461	0.6854838709677419	0.9411764705882353	0.058823529411764705	92.82078427182611	0.45339396474715127	97.64430602451282	86	38	0.09502262443438925
utahontario2_SIG_CHEMOTAXIS_weka_svm_weights_r_svm_rbf	0.6515151515151514	0.6756756756756757	0.4054054054054054	0.08108108108108103	NA	0.32432432432432434	0.2291666666666666	0.44803392386594376	3.0	3.0	0.0	34.0	22.0	12.0	15.0	3.0	12.0	22.0	22.0	0.0	0.08108108108108109	1.0	0.0	0.918918918918919	0.6470588235294118	0.35294117647058826	0.40540540540540543	0.2	0.8	0.5945945945945946	1.0	0.0	92.75652111026638	0.47394010084713056	96.52660090489033	25	12	0.19999999999999996
utahontario2_SIG_CHEMOTAXIS_weka_svm_weights_r_svm_rbf_Training_Data	0.7116138763197587	0.717741935483871	0.3145161290322581	0.032258064516129115	NA	0.282258064516129	0.22110552763819113	0.37615638748691926	16.0	10.0	6.0	108.0	79.0	29.0	39.0	10.0	29.0	85.0	79.0	6.0	0.12903225806451613	0.625	0.375	0.8709677419354839	0.7314814814814815	0.26851851851851855	0.31451612903225806	0.2564102564102564	0.7435897435897436	0.6854838709677419	0.9294117647058824	0.07058823529411765	87.01610006064007	0.436314493078666	93.96601895409574	89	35	0.18582202111613877
utahontario2_SIG_IL4RECEPTOR_IN_B_LYPHOCYTES_weka_svm_weights_r_svm_rbf	0.6	0.5945945945945946	0.4054054054054054	0.0	NA	0.4054054054054054	0.0480274442538595	0.4565461850723088	4.0	2.0	2.0	33.0	20.0	13.0	15.0	2.0	13.0	22.0	20.0	2.0	0.10810810810810811	0.5	0.5	0.8918918918918919	0.6060606060606061	0.3939393939393939	0.40540540540540543	0.13333333333333333	0.8666666666666667	0.5945945945945946	0.9090909090909091	0.09090909090909091	94.51881564696434	0.4897109340792802	99.73862057281099	22	15	0.042424242424242475
utahontario2_SIG_IL4RECEPTOR_IN_B_LYPHOCYTES_weka_svm_weights_r_svm_rbf_Training_Data	0.7190045248868778	0.75	0.3145161290322581	0.06451612903225812	NA	0.25	0.3528619528619528	0.37369933171711417	22.0	15.0	7.0	102.0	78.0	24.0	39.0	15.0	24.0	85.0	78.0	7.0	0.1774193548387097	0.6818181818181818	0.3181818181818182	0.8225806451612904	0.7647058823529411	0.23529411764705882	0.31451612903225806	0.38461538461538464	0.6153846153846154	0.6854838709677419	0.9176470588235294	0.08235294117647059	86.44771037530641	0.42497366321764984	91.52362327258608	93	31	0.30226244343891406
utahontario2_SIG_INSULIN_RECEPTOR_PATHWAY_IN_CARDIAC_MYOCYTES_weka_svm_weights_r_svm_rbf	0.5969696969696969	0.5945945945945946	0.4054054054054054	0.0	NA	0.4054054054054054	0.10069444444444436	0.45907796384833993	2.0	1.0	1.0	35.0	21.0	14.0	15.0	1.0	14.0	22.0	21.0	1.0	0.05405405405405406	0.5	0.5	0.9459459459459459	0.6	0.4	0.40540540540540543	0.06666666666666667	0.9333333333333333	0.5945945945945946	0.9545454545454546	0.045454545454545456	95.04297013388155	0.4887992267772997	99.55293464599652	22	15	0.021212121212121238
utahontario2_SIG_INSULIN_RECEPTOR_PATHWAY_IN_CARDIAC_MYOCYTES_weka_svm_weights_r_svm_rbf_Training_Data	0.6615384615384615	0.717741935483871	0.3145161290322581	0.032258064516129115	NA	0.282258064516129	0.2693602693602694	0.3800658950004717	24.0	14.0	10.0	100.0	75.0	25.0	39.0	14.0	25.0	85.0	75.0	10.0	0.1935483870967742	0.5833333333333334	0.4166666666666667	0.8064516129032258	0.75	0.25	0.31451612903225806	0.358974358974359	0.6410256410256411	0.6854838709677419	0.8823529411764706	0.11764705882352941	87.9204848014121	0.44881837617735515	96.65889332542538	89	35	0.2413273001508296
utahontario2_SIG_PIP3_SIGNALING_IN_B_LYMPHOCYTES_weka_svm_weights_r_svm_rbf	0.706060606060606	0.6216216216216216	0.4054054054054054	0.027027027027026973	NA	0.3783783783783784	0.14238410596026496	0.41456491983674026	7.0	4.0	3.0	30.0	19.0	11.0	15.0	4.0	11.0	22.0	19.0	3.0	0.1891891891891892	0.5714285714285714	0.42857142857142855	0.8108108108108109	0.6333333333333333	0.36666666666666664	0.40540540540540543	0.26666666666666666	0.7333333333333333	0.5945945945945946	0.8636363636363636	0.13636363636363635	85.82742888442125	0.46009080929157614	93.70593847010372	23	14	0.13030303030303036
utahontario2_SIG_PIP3_SIGNALING_IN_B_LYMPHOCYTES_weka_svm_weights_r_svm_rbf_Training_Data	0.6458521870286577	0.75	0.3145161290322581	0.06451612903225812	NA	0.25	0.26978284873021713	0.40009708664877897	12.0	10.0	2.0	112.0	83.0	29.0	39.0	10.0	29.0	85.0	83.0	2.0	0.0967741935483871	0.8333333333333334	0.16666666666666666	0.9032258064516129	0.7410714285714286	0.25892857142857145	0.31451612903225806	0.2564102564102564	0.7435897435897436	0.6854838709677419	0.9764705882352941	0.023529411764705882	92.55429200178452	0.4448942603126532	95.81378377355412	93	31	0.2328808446455506
utahontario2_SIG_PIP3_SIGNALING_IN_CARDIAC_MYOCTES_weka_svm_weights_r_svm_rbf	0.6	0.4864864864864865	0.4054054054054054	-0.10810810810810811	25	0.5135135135135135	-0.07766990291262135	0.44133005743425396	8.0	2.0	6.0	29.0	16.0	13.0	15.0	2.0	13.0	22.0	16.0	6.0	0.21621621621621623	0.25	0.75	0.7837837837837838	0.5517241379310345	0.4482758620689655	0.40540540540540543	0.13333333333333333	0.8666666666666667	0.5945945945945946	0.7272727272727273	0.2727272727272727	91.36861877727809	0.49250023096078316	100.30671208143168	18	19	-0.1393939393939394
utahontario2_SIG_PIP3_SIGNALING_IN_CARDIAC_MYOCTES_weka_svm_weights_r_svm_rbf_Training_Data	0.7034690799396682	0.7096774193548387	0.3145161290322581	0.024193548387096864	50	0.29032258064516125	0.13208901651112703	0.37856481990409263	13.0	8.0	5.0	111.0	80.0	31.0	39.0	8.0	31.0	85.0	80.0	5.0	0.10483870967741936	0.6153846153846154	0.38461538461538464	0.8951612903225806	0.7207207207207207	0.27927927927927926	0.31451612903225806	0.20512820512820512	0.7948717948717948	0.6854838709677419	0.9411764705882353	0.058823529411764705	87.57324172611115	0.4375175657028361	94.22511634095596	88	36	0.14630467571644035
utahontario2_SIG_REGULATION_OF_THE_ACTIN_CYTOSKELETON_BY_RHO_GTPASES_weka_svm_weights_r_svm_rbf	0.46363636363636357	0.5135135135135135	0.4054054054054054	-0.08108108108108114	NA	0.4864864864864865	-0.15057283142389524	0.48276882020045914	7.0	2.0	5.0	30.0	17.0	13.0	15.0	2.0	13.0	22.0	17.0	5.0	0.1891891891891892	0.2857142857142857	0.7142857142857143	0.8108108108108109	0.5666666666666667	0.43333333333333335	0.40540540540540543	0.13333333333333333	0.8666666666666667	0.5945945945945946	0.7727272727272727	0.22727272727272727	99.94769118353835	0.5367774809876746	109.32458677672015	19	18	-0.09393939393939399
utahontario2_SIG_REGULATION_OF_THE_ACTIN_CYTOSKELETON_BY_RHO_GTPASES_weka_svm_weights_r_svm_rbf_Training_Data	0.7040723981900453	0.6935483870967742	0.3145161290322581	0.008064516129032362	NA	0.30645161290322576	0.08646762310973272	0.4042702550116231	7.0	4.0	3.0	117.0	82.0	35.0	39.0	4.0	35.0	85.0	82.0	3.0	0.056451612903225805	0.5714285714285714	0.42857142857142855	0.9435483870967742	0.7008547008547008	0.29914529914529914	0.31451612903225806	0.10256410256410256	0.8974358974358975	0.6854838709677419	0.9647058823529412	0.03529411764705882	93.5196692967368	0.4418425672230877	95.15656184935712	86	38	0.06726998491704372
