	AUC	Accuracy	Baseline error rate	Baseline improvement	Best Num Features	Error rate	Kappa statistic	Mean absolute error	Number instances predicted as dependent variable class BRCACancer	Number instances predicted as dependent variable class BRCACancer correctly	Number instances predicted as dependent variable class BRCACancer incorrectly	Number instances predicted as dependent variable class Control	Number instances predicted as dependent variable class Control correctly	Number instances predicted as dependent variable class Control incorrectly	Number instances with dependent variable class BRCACancer	Number instances with dependent variable class BRCACancer predicted correctly	Number instances with dependent variable class BRCACancer predicted incorrectly	Number instances with dependent variable class Control	Number instances with dependent variable class Control predicted correctly	Number instances with dependent variable class Control predicted incorrectly	Proportion instances predicted as dependent variable class BRCACancer	Proportion instances predicted as dependent variable class BRCACancer correctly	Proportion instances predicted as dependent variable class BRCACancer incorrectly	Proportion instances predicted as dependent variable class Control	Proportion instances predicted as dependent variable class Control correctly	Proportion instances predicted as dependent variable class Control incorrectly	Proportion instances with dependent variable class BRCACancer	Proportion instances with dependent variable class BRCACancer predicted correctly	Proportion instances with dependent variable class BRCACancer predicted incorrectly	Proportion instances with dependent variable class Control	Proportion instances with dependent variable class Control predicted correctly	Proportion instances with dependent variable class Control predicted incorrectly	Relative absolute error	Root mean squared error	Root relative squared error	Total number correct	Total number incorrect	Youden Index
utahontario1_SA_CASPASE_CASCADE_weka_svm_weights_r_svm_rbf	0.5217391304347826	0.6388888888888888	0.36111111111111116	0.0	NA	0.36111111111111116	0.0	0.4465789239133422	0.0	0.0	0.0	36.0	23.0	13.0	13.0	0.0	13.0	23.0	23.0	0.0	0.0	NaN	NaN	1.0	0.6388888888888888	0.3611111111111111	0.3611111111111111	0.0	1.0	0.6388888888888888	1.0	0.0	96.35961639013442	0.4835894000924403	100.66845221416281	23	13	0.0
utahontario1_SA_CASPASE_CASCADE_weka_svm_weights_r_svm_rbf_Training_Data	0.37526395173453997	0.6532258064516129	0.3145161290322581	-0.032258064516129004	NA	0.3467741935483871	-0.062151394422310935	0.44438314679141294	4.0	0.0	4.0	120.0	81.0	39.0	39.0	0.0	39.0	85.0	81.0	4.0	0.03225806451612903	0.0	1.0	0.967741935483871	0.675	0.325	0.31451612903225806	0.0	1.0	0.6854838709677419	0.9529411764705882	0.047058823529411764	102.79896780380574	0.47873496035967605	103.10182006957763	81	43	-0.04705882352941182
utahontario1_SA_FAS_SIGNALING_weka_svm_weights_r_svm_rbf	0.5384615384615384	0.6111111111111112	0.36111111111111116	-0.02777777777777768	NA	0.38888888888888884	-0.022727272727272554	0.45099532637655926	5.0	2.0	3.0	31.0	20.0	11.0	13.0	2.0	11.0	23.0	20.0	3.0	0.1388888888888889	0.4	0.6	0.8611111111111112	0.6451612903225806	0.3548387096774194	0.3611111111111111	0.15384615384615385	0.8461538461538461	0.6388888888888888	0.8695652173913043	0.13043478260869565	97.31255622762352	0.4869222347318564	101.36224596682082	22	14	0.02341137123745818
utahontario1_SA_FAS_SIGNALING_weka_svm_weights_r_svm_rbf_Training_Data	0.6524886877828054	0.7096774193548387	0.3145161290322581	0.024193548387096864	NA	0.29032258064516125	0.14971428571428597	0.39993676082722035	9.0	6.0	3.0	115.0	82.0	33.0	39.0	6.0	33.0	85.0	82.0	3.0	0.07258064516129033	0.6666666666666666	0.3333333333333333	0.9274193548387096	0.7130434782608696	0.28695652173913044	0.31451612903225806	0.15384615384615385	0.8461538461538461	0.6854838709677419	0.9647058823529412	0.03529411764705882	92.51720389642425	0.44788699863879505	96.45830902022796	88	36	0.11855203619909505
utahontario1_SA_G1_AND_S_PHASES_weka_svm_weights_r_svm_rbf	0.46822742474916385	0.6388888888888888	0.36111111111111116	0.0	NA	0.36111111111111116	0.0	0.45291055900248406	0.0	0.0	0.0	36.0	23.0	13.0	13.0	0.0	13.0	23.0	23.0	0.0	0.0	NaN	NaN	1.0	0.6388888888888888	0.3611111111111111	0.3611111111111111	0.0	1.0	0.6388888888888888	1.0	0.0	97.72581146930573	0.4880699046091093	101.60115556693567	23	13	0.0
utahontario1_SA_G1_AND_S_PHASES_weka_svm_weights_r_svm_rbf_Training_Data	0.5559577677224736	0.6854838709677419	0.3145161290322581	0.0	NA	0.3145161290322581	-0.01597705858254827	0.43182557549084555	0.0	0.0	0.0	124.0	85.0	39.0	39.0	0.0	39.0	85.0	85.0	0.0	0.0	NaN	NaN	1.0	0.6854838709677419	0.31451612903225806	0.31451612903225806	0.0	1.0	0.6854838709677419	1.0	0.0	99.89403007801266	0.46526970121825595	100.201900823768	85	39	0.0
utahontario1_SA_G2_AND_M_PHASES_weka_svm_weights_r_svm_rbf	0.5284280936454849	0.6388888888888888	0.36111111111111116	0.0	NA	0.36111111111111116	0.0	0.4519855643244607	0.0	0.0	0.0	36.0	23.0	13.0	13.0	0.0	13.0	23.0	23.0	0.0	0.0	NaN	NaN	1.0	0.6388888888888888	0.3611111111111111	0.3611111111111111	0.0	1.0	0.6388888888888888	1.0	0.0	97.52622271228111	0.48216111669044104	100.37112750155546	23	13	0.0
utahontario1_SA_G2_AND_M_PHASES_weka_svm_weights_r_svm_rbf_Training_Data	0.5957767722473606	0.6854838709677419	0.3145161290322581	0.0	NA	0.3145161290322581	0.005477308294209526	0.42203917433372723	4.0	2.0	2.0	120.0	83.0	37.0	39.0	2.0	37.0	85.0	83.0	2.0	0.03225806451612903	0.5	0.5	0.967741935483871	0.6916666666666667	0.30833333333333335	0.31451612903225806	0.05128205128205128	0.9487179487179487	0.6854838709677419	0.9764705882352941	0.023529411764705882	97.630145984456	0.46225063341103745	99.55170517980703	85	39	0.0277526395173453
utahontario1_SA_MMP_CYTOKINE_CONNECTION_weka_svm_weights_r_svm_rbf	0.38127090301003347	0.6388888888888888	0.36111111111111116	0.0	NA	0.36111111111111116	0.0	0.4506837085552764	0.0	0.0	0.0	36.0	23.0	13.0	13.0	0.0	13.0	23.0	23.0	0.0	0.0	NaN	NaN	1.0	0.6388888888888888	0.3611111111111111	0.3611111111111111	0.0	1.0	0.6388888888888888	1.0	0.0	97.24531755577574	0.4859049054504343	101.15046927334214	23	13	0.0
utahontario1_SA_MMP_CYTOKINE_CONNECTION_weka_svm_weights_r_svm_rbf_Training_Data	0.4045248868778281	0.6693548387096774	0.3145161290322581	-0.016129032258064502	NA	0.3306451612903226	-0.047044632086851675	0.44027359277278993	2.0	0.0	2.0	122.0	83.0	39.0	39.0	0.0	39.0	85.0	83.0	2.0	0.016129032258064516	0.0	1.0	0.9838709677419355	0.680327868852459	0.319672131147541	0.31451612903225806	0.0	1.0	0.6854838709677419	0.9764705882352941	0.023529411764705882	101.84830638854123	0.4735564919284	101.98656932616778	83	41	-0.02352941176470591
utahontario1_SA_PROGRAMMED_CELL_DEATH_weka_svm_weights_r_svm_rbf	0.5384615384615384	0.6388888888888888	0.36111111111111116	0.0	NA	0.36111111111111116	0.0	0.44947437558144515	0.0	0.0	0.0	36.0	23.0	13.0	13.0	0.0	13.0	23.0	23.0	0.0	0.0	NaN	NaN	1.0	0.6388888888888888	0.3611111111111111	0.3611111111111111	0.0	1.0	0.6388888888888888	1.0	0.0	96.9843763084254	0.4818140010345772	100.29886868899995	23	13	0.0
utahontario1_SA_PROGRAMMED_CELL_DEATH_weka_svm_weights_r_svm_rbf_Training_Data	0.4733031674208144	0.6693548387096774	0.3145161290322581	-0.016129032258064502	NA	0.3306451612903226	-0.012749003984063966	0.428388092051721	4.0	1.0	3.0	120.0	82.0	38.0	39.0	1.0	38.0	85.0	82.0	3.0	0.03225806451612903	0.25	0.75	0.967741935483871	0.6833333333333333	0.31666666666666665	0.31451612903225806	0.02564102564102564	0.9743589743589743	0.6854838709677419	0.9647058823529412	0.03529411764705882	99.09883846929365	0.47000568107266505	101.22185587872279	83	41	-0.009653092006033148
utahontario1_SA_PTEN_PATHWAY_weka_svm_weights_r_svm_rbf	0.6655518394648829	0.6388888888888888	0.36111111111111116	0.0	NA	0.36111111111111116	0.0	0.43316005049873707	0.0	0.0	0.0	36.0	23.0	13.0	13.0	0.0	13.0	23.0	23.0	0.0	0.0	NaN	NaN	1.0	0.6388888888888888	0.3611111111111111	0.3611111111111111	0.0	1.0	0.6388888888888888	1.0	0.0	93.4641875524089	0.46900504974107954	97.63243865360933	23	13	0.0
utahontario1_SA_PTEN_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.5641025641025642	0.6774193548387096	0.3145161290322581	-0.008064516129032251	NA	0.32258064516129037	-0.01597705858254827	0.42237872487316436	1.0	0.0	1.0	123.0	84.0	39.0	39.0	0.0	39.0	85.0	84.0	1.0	0.008064516129032258	0.0	1.0	0.9919354838709677	0.6829268292682927	0.3170731707317073	0.31451612903225806	0.0	1.0	0.6854838709677419	0.9882352941176471	0.011764705882352941	97.70869406897134	0.45918581243838896	98.89165599470036	84	40	-0.0117647058823529
utahontario1_SA_REG_CASCADE_OF_CYCLIN_EXPR_weka_svm_weights_r_svm_rbf	0.5217391304347826	0.6388888888888888	0.36111111111111116	0.0	NA	0.36111111111111116	0.0	0.44845925274252607	0.0	0.0	0.0	36.0	23.0	13.0	13.0	0.0	13.0	23.0	23.0	0.0	0.0	NaN	NaN	1.0	0.6388888888888888	0.3611111111111111	0.3611111111111111	0.0	1.0	0.6388888888888888	1.0	0.0	96.7653403393968	0.48224895263490514	100.38941224596111	23	13	0.0
utahontario1_SA_REG_CASCADE_OF_CYCLIN_EXPR_weka_svm_weights_r_svm_rbf_Training_Data	0.4461538461538462	0.6854838709677419	0.3145161290322581	0.0	NA	0.3145161290322581	0.0	0.4363051468696673	0.0	0.0	0.0	124.0	85.0	39.0	39.0	0.0	39.0	85.0	85.0	0.0	0.0	NaN	NaN	1.0	0.6854838709677419	0.31451612903225806	0.31451612903225806	0.0	1.0	0.6854838709677419	1.0	0.0	100.93028745471848	0.4688011443159443	100.96244317181434	85	39	0.0
utahontario1_SA_TRKA_RECEPTOR_weka_svm_weights_r_svm_rbf	0.5317725752508361	0.6388888888888888	0.36111111111111116	0.0	NA	0.36111111111111116	0.0	0.44823080124234305	0.0	0.0	0.0	36.0	23.0	13.0	13.0	0.0	13.0	23.0	23.0	0.0	0.0	NaN	NaN	1.0	0.6388888888888888	0.3611111111111111	0.3611111111111111	0.0	1.0	0.6388888888888888	1.0	0.0	96.71604670339516	0.48215604999855444	100.37007277200603	23	13	0.0
utahontario1_SA_TRKA_RECEPTOR_weka_svm_weights_r_svm_rbf_Training_Data	0.49834087481146305	0.6854838709677419	0.3145161290322581	0.0	NA	0.3145161290322581	0.0	0.4303757517683266	0.0	0.0	0.0	124.0	85.0	39.0	39.0	0.0	39.0	85.0	85.0	0.0	0.0	NaN	NaN	1.0	0.6854838709677419	0.31451612903225806	0.31451612903225806	0.0	1.0	0.6854838709677419	1.0	0.0	99.55864296162775	0.46694156540418436	100.56195859007121	85	39	0.0
utahontario1_SIG_BCR_SIGNALING_PATHWAY_weka_svm_weights_r_svm_rbf	0.6153846153846154	0.6666666666666666	0.36111111111111116	0.02777777777777779	NA	0.33333333333333337	0.19702602230483254	0.4303773543673329	7.0	4.0	3.0	29.0	20.0	9.0	13.0	4.0	9.0	23.0	20.0	3.0	0.19444444444444445	0.5714285714285714	0.42857142857142855	0.8055555555555556	0.6896551724137931	0.3103448275862069	0.3611111111111111	0.3076923076923077	0.6923076923076923	0.6388888888888888	0.8695652173913043	0.13043478260869565	92.86375721995448	0.4683553058772796	97.49718194804075	24	12	0.17725752508361214
utahontario1_SIG_BCR_SIGNALING_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.6678733031674208	0.7258064516129032	0.3145161290322581	0.040322580645161366	NA	0.27419354838709675	0.2107824784724822	0.38922829362221445	11.0	8.0	3.0	113.0	82.0	31.0	39.0	8.0	31.0	85.0	82.0	3.0	0.08870967741935484	0.7272727272727273	0.2727272727272727	0.9112903225806451	0.7256637168141593	0.2743362831858407	0.31451612903225806	0.20512820512820512	0.7948717948717948	0.6854838709677419	0.9647058823529412	0.03529411764705882	90.04001864900032	0.4374860502444703	94.21832907579488	90	34	0.16983408748114637
utahontario1_SIG_CD40PATHWAYMAP_weka_svm_weights_r_svm_rbf	0.5451505016722408	0.5833333333333334	0.36111111111111116	-0.05555555555555547	NA	0.41666666666666663	0.06319702602230486	0.4653714779060672	6.0	2.0	4.0	30.0	19.0	11.0	13.0	2.0	11.0	23.0	19.0	4.0	0.16666666666666666	0.3333333333333333	0.6666666666666666	0.8333333333333334	0.6333333333333333	0.36666666666666664	0.3611111111111111	0.15384615384615385	0.8461538461538461	0.6388888888888888	0.8260869565217391	0.17391304347826086	100.41453971222397	0.5036630103271774	104.84716099540384	21	15	-0.02006688963210701
utahontario1_SIG_CD40PATHWAYMAP_weka_svm_weights_r_svm_rbf_Training_Data	0.6413273001508296	0.6935483870967742	0.3145161290322581	0.008064516129032362	NA	0.30645161290322576	0.1484780994803268	0.4021380685510707	11.0	6.0	5.0	113.0	80.0	33.0	39.0	6.0	33.0	85.0	80.0	5.0	0.08870967741935484	0.5454545454545454	0.45454545454545453	0.9112903225806451	0.7079646017699115	0.2920353982300885	0.31451612903225806	0.15384615384615385	0.8461538461538461	0.6854838709677419	0.9411764705882353	0.058823529411764705	93.02643149306978	0.45186455557445526	97.31492780400934	86	38	0.09502262443438925
utahontario1_SIG_CHEMOTAXIS_weka_svm_weights_r_svm_rbf	0.5585284280936454	0.5555555555555556	0.36111111111111116	-0.08333333333333326	NA	0.4444444444444444	-0.06299212598425197	0.4593410266731682	3.0	0.0	3.0	33.0	20.0	13.0	13.0	0.0	13.0	23.0	20.0	3.0	0.08333333333333333	0.0	1.0	0.9166666666666666	0.6060606060606061	0.3939393939393939	0.3611111111111111	0.0	1.0	0.6388888888888888	0.8695652173913043	0.13043478260869565	99.11333193831136	0.4927306720865557	102.57138412859345	20	16	-0.13043478260869568
utahontario1_SIG_CHEMOTAXIS_weka_svm_weights_r_svm_rbf_Training_Data	0.6879336349924584	0.7096774193548387	0.3145161290322581	0.024193548387096864	NA	0.29032258064516125	0.20541117835528666	0.3979366540644962	15.0	9.0	6.0	109.0	79.0	30.0	39.0	9.0	30.0	85.0	79.0	6.0	0.12096774193548387	0.6	0.4	0.8790322580645161	0.7247706422018348	0.27522935779816515	0.31451612903225806	0.23076923076923078	0.7692307692307693	0.6854838709677419	0.9294117647058824	0.07058823529411765	92.05452003410856	0.44492970376980734	95.82141698450535	88	36	0.16018099547511322
utahontario1_SIG_IL4RECEPTOR_IN_B_LYPHOCYTES_weka_svm_weights_r_svm_rbf	0.4046822742474917	0.5277777777777778	0.36111111111111116	-0.11111111111111105	NA	0.4722222222222222	-0.07746478873239447	0.4911520398760491	10.0	3.0	7.0	26.0	16.0	10.0	13.0	3.0	10.0	23.0	16.0	7.0	0.2777777777777778	0.3	0.7	0.7222222222222222	0.6153846153846154	0.38461538461538464	0.3611111111111111	0.23076923076923078	0.7692307692307693	0.6388888888888888	0.6956521739130435	0.30434782608695654	105.97728557577842	0.5418328299789904	112.79294447392351	19	17	-0.0735785953177257
utahontario1_SIG_IL4RECEPTOR_IN_B_LYPHOCYTES_weka_svm_weights_r_svm_rbf_Training_Data	0.6784313725490196	0.7016129032258065	0.3145161290322581	0.016129032258064613	NA	0.2983870967741935	0.16602613374327446	0.40073475321805757	6.0	4.0	2.0	118.0	83.0	35.0	39.0	4.0	35.0	85.0	83.0	2.0	0.04838709677419355	0.6666666666666666	0.3333333333333333	0.9516129032258065	0.7033898305084746	0.2966101694915254	0.31451612903225806	0.10256410256410256	0.8974358974358975	0.6854838709677419	0.9764705882352941	0.023529411764705882	92.7018031430106	0.4444882743270161	95.72634939439268	87	37	0.07903469079939662
utahontario1_SIG_INSULIN_RECEPTOR_PATHWAY_IN_CARDIAC_MYOCYTES_weka_svm_weights_r_svm_rbf	0.6421404682274248	0.6666666666666666	0.36111111111111116	0.02777777777777779	NA	0.33333333333333337	0.22047244094488175	0.4422841052574937	3.0	2.0	1.0	33.0	22.0	11.0	13.0	2.0	11.0	23.0	22.0	1.0	0.08333333333333333	0.6666666666666666	0.3333333333333333	0.9166666666666666	0.6666666666666666	0.3333333333333333	0.3611111111111111	0.15384615384615385	0.8461538461538461	0.6388888888888888	0.9565217391304348	0.043478260869565216	95.43291103978729	0.4680047842065372	97.42421410785563	24	12	0.11036789297658878
utahontario1_SIG_INSULIN_RECEPTOR_PATHWAY_IN_CARDIAC_MYOCYTES_weka_svm_weights_r_svm_rbf_Training_Data	0.6579185520361991	0.6532258064516129	0.3145161290322581	-0.032258064516129004	NA	0.3467741935483871	-0.006797583081571053	0.4117733110222764	10.0	3.0	7.0	114.0	78.0	36.0	39.0	3.0	36.0	85.0	78.0	7.0	0.08064516129032258	0.3	0.7	0.9193548387096774	0.6842105263157895	0.3157894736842105	0.31451612903225806	0.07692307692307693	0.9230769230769231	0.6854838709677419	0.9176470588235294	0.08235294117647059	95.2553481109276	0.45584817970579855	98.1728532375436	81	43	-0.005429864253393646
utahontario1_SIG_PIP3_SIGNALING_IN_B_LYMPHOCYTES_weka_svm_weights_r_svm_rbf	0.6555183946488294	0.6388888888888888	0.36111111111111116	0.0	NA	0.36111111111111116	0.0	0.44508624325149526	0.0	0.0	0.0	36.0	23.0	13.0	13.0	0.0	13.0	23.0	23.0	0.0	0.0	NaN	NaN	1.0	0.6388888888888888	0.3611111111111111	0.3611111111111111	0.0	1.0	0.6388888888888888	1.0	0.0	96.03753639874536	0.47771059032357605	99.44466467833192	23	13	0.0
utahontario1_SIG_PIP3_SIGNALING_IN_B_LYMPHOCYTES_weka_svm_weights_r_svm_rbf_Training_Data	0.5508295625942686	0.6854838709677419	0.3145161290322581	0.0	NA	0.3145161290322581	0.0	0.42913142192003306	0.0	0.0	0.0	124.0	85.0	39.0	39.0	0.0	39.0	85.0	85.0	0.0	0.0	NaN	NaN	1.0	0.6854838709677419	0.31451612903225806	0.31451612903225806	0.0	1.0	0.6854838709677419	1.0	0.0	99.2707926573675	0.4649132828724998	100.1251414825951	85	39	0.0
utahontario1_SIG_PIP3_SIGNALING_IN_CARDIAC_MYOCTES_weka_svm_weights_r_svm_rbf	0.5250836120401338	0.6666666666666666	0.36111111111111116	0.02777777777777779	25	0.33333333333333337	0.13253012048192772	0.4640692486619946	3.0	2.0	1.0	33.0	22.0	11.0	13.0	2.0	11.0	23.0	22.0	1.0	0.08333333333333333	0.6666666666666666	0.3333333333333333	0.9166666666666666	0.6666666666666666	0.3333333333333333	0.3611111111111111	0.15384615384615385	0.8461538461538461	0.6388888888888888	0.9565217391304348	0.043478260869565216	100.13355396996982	0.482996521286902	100.54503306623955	24	12	0.11036789297658878
utahontario1_SIG_PIP3_SIGNALING_IN_CARDIAC_MYOCTES_weka_svm_weights_r_svm_rbf_Training_Data	0.6600301659125188	0.717741935483871	0.3145161290322581	0.032258064516129115	50	0.282258064516129	0.19218241042345283	0.40659707238939624	14.0	9.0	5.0	110.0	80.0	30.0	39.0	9.0	30.0	85.0	80.0	5.0	0.11290322580645161	0.6428571428571429	0.35714285714285715	0.8870967741935484	0.7272727272727273	0.2727272727272727	0.31451612903225806	0.23076923076923078	0.7692307692307693	0.6854838709677419	0.9411764705882353	0.058823529411764705	94.05793098922017	0.4518001908768177	97.3010660265664	89	35	0.17194570135746612
utahontario1_SIG_REGULATION_OF_THE_ACTIN_CYTOSKELETON_BY_RHO_GTPASES_weka_svm_weights_r_svm_rbf	0.5284280936454849	0.6388888888888888	0.36111111111111116	0.0	NA	0.36111111111111116	0.0	0.4502918887195552	0.0	0.0	0.0	36.0	23.0	13.0	13.0	0.0	13.0	23.0	23.0	0.0	0.0	NaN	NaN	1.0	0.6388888888888888	0.3611111111111111	0.3611111111111111	0.0	1.0	0.6388888888888888	1.0	0.0	97.16077346503968	0.48267787530387846	100.47870076468558	23	13	0.0
utahontario1_SIG_REGULATION_OF_THE_ACTIN_CYTOSKELETON_BY_RHO_GTPASES_weka_svm_weights_r_svm_rbf_Training_Data	0.6766214177978884	0.6693548387096774	0.3145161290322581	-0.016129032258064502	NA	0.3306451612903226	-0.012749003984063966	0.41259301901048623	4.0	1.0	3.0	120.0	82.0	38.0	39.0	1.0	38.0	85.0	82.0	3.0	0.03225806451612903	0.25	0.75	0.967741935483871	0.6833333333333333	0.31666666666666665	0.31451612903225806	0.02564102564102564	0.9743589743589743	0.6854838709677419	0.9647058823529412	0.03529411764705882	95.44497081758722	0.4498416470192211	96.87926805247947	83	41	-0.009653092006033148
utahontario1_ST_ADRENERGIC_weka_svm_weights_r_svm_rbf	0.4949832775919732	0.6388888888888888	0.36111111111111116	0.0	NA	0.36111111111111116	0.0	0.4522439578335503	0.0	0.0	0.0	36.0	23.0	13.0	13.0	0.0	13.0	23.0	23.0	0.0	0.0	NaN	NaN	1.0	0.6388888888888888	0.3611111111111111	0.3611111111111111	0.0	1.0	0.6388888888888888	1.0	0.0	97.58197702149792	0.4845577344293715	100.87002966583164	23	13	0.0
utahontario1_ST_ADRENERGIC_weka_svm_weights_r_svm_rbf_Training_Data	0.4355957767722474	0.6854838709677419	0.3145161290322581	0.0	NA	0.3145161290322581	0.0	0.43404537216311767	0.0	0.0	0.0	124.0	85.0	39.0	39.0	0.0	39.0	85.0	85.0	0.0	0.0	NaN	NaN	1.0	0.6854838709677419	0.31451612903225806	0.31451612903225806	0.0	1.0	0.6854838709677419	1.0	0.0	100.40753471537688	0.4707855022178521	101.38980053715576	85	39	0.0
