	AUC	Accuracy	Baseline error rate	Baseline improvement	Best Num Features	Error rate	Kappa statistic	Mean absolute error	Number instances predicted as dependent variable class BRCACancer	Number instances predicted as dependent variable class BRCACancer correctly	Number instances predicted as dependent variable class BRCACancer incorrectly	Number instances predicted as dependent variable class Control	Number instances predicted as dependent variable class Control correctly	Number instances predicted as dependent variable class Control incorrectly	Number instances with dependent variable class BRCACancer	Number instances with dependent variable class BRCACancer predicted correctly	Number instances with dependent variable class BRCACancer predicted incorrectly	Number instances with dependent variable class Control	Number instances with dependent variable class Control predicted correctly	Number instances with dependent variable class Control predicted incorrectly	Proportion instances predicted as dependent variable class BRCACancer	Proportion instances predicted as dependent variable class BRCACancer correctly	Proportion instances predicted as dependent variable class BRCACancer incorrectly	Proportion instances predicted as dependent variable class Control	Proportion instances predicted as dependent variable class Control correctly	Proportion instances predicted as dependent variable class Control incorrectly	Proportion instances with dependent variable class BRCACancer	Proportion instances with dependent variable class BRCACancer predicted correctly	Proportion instances with dependent variable class BRCACancer predicted incorrectly	Proportion instances with dependent variable class Control	Proportion instances with dependent variable class Control predicted correctly	Proportion instances with dependent variable class Control predicted incorrectly	Relative absolute error	Root mean squared error	Root relative squared error	Total number correct	Total number incorrect	Youden Index
utahontario2_REACTOME_ACETYLCHOLINE_NEUROTRANSMITTER_RELEASE_CYCLE_weka_svm_weights_r_svm_rbf	0.5515151515151515	0.5945945945945946	0.4054054054054054	0.0	NA	0.4054054054054054	0.024604569420035357	0.4540847407194815	2.0	1.0	1.0	35.0	21.0	14.0	15.0	1.0	14.0	22.0	21.0	1.0	0.05405405405405406	0.5	0.5	0.9459459459459459	0.6	0.4	0.40540540540540543	0.06666666666666667	0.9333333333333333	0.5945945945945946	0.9545454545454546	0.045454545454545456	94.00922250476495	0.4959560096051842	101.01054483461611	22	15	0.021212121212121238
utahontario2_REACTOME_ACETYLCHOLINE_NEUROTRANSMITTER_RELEASE_CYCLE_weka_svm_weights_r_svm_rbf_Training_Data	0.4358974358974359	0.6854838709677419	0.3145161290322581	0.0	NA	0.3145161290322581	0.0	0.43661943349068943	0.0	0.0	0.0	124.0	85.0	39.0	39.0	0.0	39.0	85.0	85.0	0.0	0.0	NaN	NaN	1.0	0.6854838709677419	0.31451612903225806	0.31451612903225806	0.0	1.0	0.6854838709677419	1.0	0.0	101.00299124753532	0.47053889039725577	101.33668946389082	85	39	0.0
utahontario2_REACTOME_ACTIVATED_AMPK_STIMULATES_FATTY_ACID_OXIDATION_IN_MUSCLE_weka_svm_weights_r_svm_rbf	0.6515151515151514	0.6486486486486487	0.4054054054054054	0.05405405405405406	NA	0.3513513513513513	0.15465729349736398	0.4501738409877959	2.0	2.0	0.0	35.0	22.0	13.0	15.0	2.0	13.0	22.0	22.0	0.0	0.05405405405405406	1.0	0.0	0.9459459459459459	0.6285714285714286	0.37142857142857144	0.40540540540540543	0.13333333333333333	0.8666666666666667	0.5945945945945946	1.0	0.0	93.19954842831984	0.4788904926962632	97.5348390714644	24	13	0.1333333333333333
utahontario2_REACTOME_ACTIVATED_AMPK_STIMULATES_FATTY_ACID_OXIDATION_IN_MUSCLE_weka_svm_weights_r_svm_rbf_Training_Data	0.6262443438914028	0.6854838709677419	0.3145161290322581	0.0	NA	0.3145161290322581	0.08646762310973272	0.41626567510170626	6.0	3.0	3.0	118.0	82.0	36.0	39.0	3.0	36.0	85.0	82.0	3.0	0.04838709677419355	0.5	0.5	0.9516129032258065	0.6949152542372882	0.3050847457627119	0.31451612903225806	0.07692307692307693	0.9230769230769231	0.6854838709677419	0.9647058823529412	0.03529411764705882	96.29456481772375	0.46090223639721833	99.26131028949719	85	39	0.041628959276018174
utahontario2_REACTOME_ACTIVATED_TAK1_MEDIATES_P38_MAPK_ACTIVATION_weka_svm_weights_r_svm_rbf	0.593939393939394	0.5135135135135135	0.4054054054054054	-0.08108108108108114	NA	0.4864864864864865	-0.10015649452269153	0.46248671556984733	11.0	4.0	7.0	26.0	15.0	11.0	15.0	4.0	11.0	22.0	15.0	7.0	0.2972972972972973	0.36363636363636365	0.6363636363636364	0.7027027027027027	0.5769230769230769	0.4230769230769231	0.40540540540540543	0.26666666666666666	0.7333333333333333	0.5945945945945946	0.6818181818181818	0.3181818181818182	95.74868444293968	0.49880309450813914	101.59040593452863	19	18	-0.051515151515151514
utahontario2_REACTOME_ACTIVATED_TAK1_MEDIATES_P38_MAPK_ACTIVATION_weka_svm_weights_r_svm_rbf_Training_Data	0.529713423831071	0.6612903225806451	0.3145161290322581	-0.024193548387096753	NA	0.33870967741935487	-0.047044632086851675	0.4300871624630914	3.0	0.0	3.0	121.0	82.0	39.0	39.0	0.0	39.0	85.0	82.0	3.0	0.024193548387096774	0.0	1.0	0.9758064516129032	0.6776859504132231	0.32231404958677684	0.31451612903225806	0.0	1.0	0.6854838709677419	0.9647058823529412	0.03529411764705882	99.49188371814249	0.4699478423559524	101.20939955642062	82	42	-0.03529411764705881
utahontario2_REACTOME_ACTIVATED_TLR4_SIGNALLING_weka_svm_weights_r_svm_rbf	0.6272727272727273	0.5945945945945946	0.4054054054054054	0.0	NA	0.4054054054054054	0.0	0.46487821552832903	0.0	0.0	0.0	37.0	22.0	15.0	15.0	0.0	15.0	22.0	22.0	0.0	0.0	NaN	NaN	1.0	0.5945945945945946	0.40540540540540543	0.40540540540540543	0.0	1.0	0.5945945945945946	1.0	0.0	96.24379698814616	0.4990281453299924	101.63624166530035	22	15	0.0
utahontario2_REACTOME_ACTIVATED_TLR4_SIGNALLING_weka_svm_weights_r_svm_rbf_Training_Data	0.3945701357466063	0.6774193548387096	0.3145161290322581	-0.008064516129032251	NA	0.32258064516129037	-0.01597705858254827	0.4424830395143484	1.0	0.0	1.0	123.0	84.0	39.0	39.0	0.0	39.0	85.0	84.0	1.0	0.008064516129032258	0.0	1.0	0.9919354838709677	0.6829268292682927	0.3170731707317073	0.31451612903225806	0.0	1.0	0.6854838709677419	0.9882352941176471	0.011764705882352941	102.35941678075487	0.47595340288802496	102.50277537532781	84	40	-0.0117647058823529
utahontario2_REACTOME_ACTIVATION_OF_ATR_IN_RESPONSE_TO_REPLICATION_STRESS_weka_svm_weights_r_svm_rbf	0.5848484848484848	0.5945945945945946	0.4054054054054054	0.0	NA	0.4054054054054054	0.0	0.45908641395962396	0.0	0.0	0.0	37.0	22.0	15.0	15.0	0.0	15.0	22.0	22.0	0.0	0.0	NaN	NaN	1.0	0.5945945945945946	0.40540540540540543	0.40540540540540543	0.0	1.0	0.5945945945945946	1.0	0.0	95.0447195615118	0.4967455406950901	101.17134733324649	22	15	0.0
utahontario2_REACTOME_ACTIVATION_OF_ATR_IN_RESPONSE_TO_REPLICATION_STRESS_weka_svm_weights_r_svm_rbf_Training_Data	0.5354449472096532	0.6532258064516129	0.3145161290322581	-0.032258064516129004	NA	0.3467741935483871	-0.062151394422310935	0.4338387319775786	4.0	0.0	4.0	120.0	81.0	39.0	39.0	0.0	39.0	85.0	81.0	4.0	0.03225806451612903	0.0	1.0	0.967741935483871	0.675	0.325	0.31451612903225806	0.0	1.0	0.6854838709677419	0.9529411764705882	0.047058823529411764	100.35973272753466	0.4713321098263753	101.50751961758449	81	43	-0.04705882352941182
utahontario2_REACTOME_ACTIVATION_OF_BH3_ONLY_PROTEINS_weka_svm_weights_r_svm_rbf	0.5818181818181817	0.5945945945945946	0.4054054054054054	0.0	NA	0.4054054054054054	0.12203389830508463	0.44544763663737097	4.0	2.0	2.0	33.0	20.0	13.0	15.0	2.0	13.0	22.0	20.0	2.0	0.10810810810810811	0.5	0.5	0.8918918918918919	0.6060606060606061	0.3939393939393939	0.40540540540540543	0.13333333333333333	0.8666666666666667	0.5945945945945946	0.9090909090909091	0.09090909090909091	92.22108173138109	0.49521994340386977	100.86063144191762	22	15	0.042424242424242475
utahontario2_REACTOME_ACTIVATION_OF_BH3_ONLY_PROTEINS_weka_svm_weights_r_svm_rbf_Training_Data	0.6621417797888386	0.6854838709677419	0.3145161290322581	0.0	NA	0.3145161290322581	0.03665338645418301	0.40452212373876195	4.0	2.0	2.0	120.0	83.0	37.0	39.0	2.0	37.0	85.0	83.0	2.0	0.03225806451612903	0.5	0.5	0.967741935483871	0.6916666666666667	0.30833333333333335	0.31451612903225806	0.05128205128205128	0.9487179487179487	0.6854838709677419	0.9764705882352941	0.023529411764705882	93.57793398422298	0.4509067738400561	97.1086570107258	85	39	0.0277526395173453
utahontario2_REACTOME_ACTIVATION_OF_CHAPERONES_BY_IRE1_ALPHA_weka_svm_weights_r_svm_rbf	0.5151515151515151	0.5945945945945946	0.4054054054054054	0.0	NA	0.4054054054054054	0.0	0.4597539244293408	0.0	0.0	0.0	37.0	22.0	15.0	15.0	0.0	15.0	22.0	22.0	0.0	0.0	NaN	NaN	1.0	0.5945945945945946	0.40540540540540543	0.40540540540540543	0.0	1.0	0.5945945945945946	1.0	0.0	95.18291434024944	0.5041390754742773	102.67717640242927	22	15	0.0
utahontario2_REACTOME_ACTIVATION_OF_CHAPERONES_BY_IRE1_ALPHA_weka_svm_weights_r_svm_rbf_Training_Data	0.5915535444947211	0.6532258064516129	0.3145161290322581	-0.032258064516129004	NA	0.3467741935483871	-0.07698381365969202	0.42380081952343207	4.0	0.0	4.0	120.0	81.0	39.0	39.0	0.0	39.0	85.0	81.0	4.0	0.03225806451612903	0.0	1.0	0.967741935483871	0.675	0.325	0.31451612903225806	0.0	1.0	0.6854838709677419	0.9529411764705882	0.047058823529411764	98.03766663065008	0.46553723214607523	100.25951709971817	81	43	-0.04705882352941182
utahontario2_REACTOME_ACTIVATION_OF_KAINATE_RECEPTORS_UPON_GLUTAMATE_BINDING_weka_svm_weights_r_svm_rbf	0.5909090909090909	0.5945945945945946	0.4054054054054054	0.0	NA	0.4054054054054054	0.10069444444444436	0.4574661305060435	2.0	1.0	1.0	35.0	21.0	14.0	15.0	1.0	14.0	22.0	21.0	1.0	0.05405405405405406	0.5	0.5	0.9459459459459459	0.6	0.4	0.40540540540540543	0.06666666666666667	0.9333333333333333	0.5945945945945946	0.9545454545454546	0.045454545454545456	94.70927206889823	0.49100733254439966	100.00265591616477	22	15	0.021212121212121238
utahontario2_REACTOME_ACTIVATION_OF_KAINATE_RECEPTORS_UPON_GLUTAMATE_BINDING_weka_svm_weights_r_svm_rbf_Training_Data	0.619004524886878	0.6693548387096774	0.3145161290322581	-0.016129032258064502	NA	0.3306451612903226	0.005477308294209526	0.42318087588014314	6.0	2.0	4.0	118.0	81.0	37.0	39.0	2.0	37.0	85.0	81.0	4.0	0.04838709677419355	0.3333333333333333	0.6666666666666666	0.9516129032258065	0.6864406779661016	0.3135593220338983	0.31451612903225806	0.05128205128205128	0.9487179487179487	0.6854838709677419	0.9529411764705882	0.047058823529411764	97.89425532649334	0.45905052093389553	98.86251920397437	83	41	0.004223227752639502
utahontario2_REACTOME_ACTIVATION_OF_NMDA_RECEPTOR_UPON_GLUTAMATE_BINDING_AND_POSTSYNAPTIC_EVENTS_weka_svm_weights_r_svm_rbf	0.6212121212121212	0.6216216216216216	0.4054054054054054	0.027027027027026973	NA	0.3783783783783784	0.12203389830508463	0.423775332453374	5.0	3.0	2.0	32.0	20.0	12.0	15.0	3.0	12.0	22.0	20.0	2.0	0.13513513513513514	0.6	0.4	0.8648648648648649	0.625	0.375	0.40540540540540543	0.2	0.8	0.5945945945945946	0.9090909090909091	0.09090909090909091	87.73426179773581	0.5049705501925881	102.84652149087702	23	14	0.10909090909090913
utahontario2_REACTOME_ACTIVATION_OF_NMDA_RECEPTOR_UPON_GLUTAMATE_BINDING_AND_POSTSYNAPTIC_EVENTS_weka_svm_weights_r_svm_rbf_Training_Data	0.6675716440422322	0.717741935483871	0.3145161290322581	0.032258064516129115	NA	0.282258064516129	0.13454827452500992	0.3922586637362285	6.0	5.0	1.0	118.0	84.0	34.0	39.0	5.0	34.0	85.0	84.0	1.0	0.04838709677419355	0.8333333333333334	0.16666666666666666	0.9516129032258065	0.711864406779661	0.288135593220339	0.31451612903225806	0.1282051282051282	0.8717948717948718	0.6854838709677419	0.9882352941176471	0.011764705882352941	90.7410329022037	0.4471532441772682	96.30028542318219	89	35	0.1164404223227753
utahontario2_REACTOME_ACTIVATION_OF_RAC_weka_svm_weights_r_svm_rbf	0.403030303030303	0.5945945945945946	0.4054054054054054	0.0	NA	0.4054054054054054	-0.053380782918149496	0.4759971192937494	0.0	0.0	0.0	37.0	22.0	15.0	15.0	0.0	15.0	22.0	22.0	0.0	0.0	NaN	NaN	1.0	0.5945945945945946	0.40540540540540543	0.40540540540540543	0.0	1.0	0.5945945945945946	1.0	0.0	98.54574507042759	0.5067328871580284	103.20545376231583	22	15	0.0
utahontario2_REACTOME_ACTIVATION_OF_RAC_weka_svm_weights_r_svm_rbf_Training_Data	0.44313725490196076	0.6854838709677419	0.3145161290322581	0.0	NA	0.3145161290322581	0.0	0.43568142680630556	0.0	0.0	0.0	124.0	85.0	39.0	39.0	0.0	39.0	85.0	85.0	0.0	0.0	NaN	NaN	1.0	0.6854838709677419	0.31451612903225806	0.31451612903225806	0.0	1.0	0.6854838709677419	1.0	0.0	100.78600255288306	0.4686757381356647	100.93543531463783	85	39	0.0
utahontario2_REACTOME_ACTIVATION_OF_THE_AP1_FAMILY_OF_TRANSCRIPTION_FACTORS_weka_svm_weights_r_svm_rbf	0.6242424242424243	0.6216216216216216	0.4054054054054054	0.027027027027026973	NA	0.3783783783783784	0.07829181494661919	0.4573294590858598	1.0	1.0	0.0	36.0	22.0	14.0	15.0	1.0	14.0	22.0	22.0	0.0	0.02702702702702703	1.0	0.0	0.972972972972973	0.6111111111111112	0.3888888888888889	0.40540540540540543	0.06666666666666667	0.9333333333333333	0.5945945945945946	1.0	0.0	94.68097696712992	0.4864960937511661	99.08385933026125	23	14	0.06666666666666665
utahontario2_REACTOME_ACTIVATION_OF_THE_AP1_FAMILY_OF_TRANSCRIPTION_FACTORS_weka_svm_weights_r_svm_rbf_Training_Data	0.5782805429864255	0.6612903225806451	0.3145161290322581	-0.024193548387096753	NA	0.33870967741935487	0.005477308294209526	0.42396707790304283	5.0	1.0	4.0	119.0	81.0	38.0	39.0	1.0	38.0	85.0	81.0	4.0	0.04032258064516129	0.2	0.8	0.9596774193548387	0.680672268907563	0.31932773109243695	0.31451612903225806	0.02564102564102564	0.9743589743589743	0.6854838709677419	0.9529411764705882	0.047058823529411764	98.07612711218752	0.4636105177168909	99.84457400833838	82	42	-0.02141779788838616
utahontario2_REACTOME_ACTIVATION_OF_THE_PRE_REPLICATIVE_COMPLEX_weka_svm_weights_r_svm_rbf	0.4	0.5945945945945946	0.4054054054054054	0.0	NA	0.4054054054054054	0.0	0.469605998121489	0.0	0.0	0.0	37.0	22.0	15.0	15.0	0.0	15.0	22.0	22.0	0.0	0.0	NaN	NaN	1.0	0.5945945945945946	0.40540540540540543	0.40540540540540543	0.0	1.0	0.5945945945945946	1.0	0.0	97.22259042888213	0.5034980351936742	102.54661678272389	22	15	0.0
utahontario2_REACTOME_ACTIVATION_OF_THE_PRE_REPLICATIVE_COMPLEX_weka_svm_weights_r_svm_rbf_Training_Data	0.46787330316742076	0.6693548387096774	0.3145161290322581	-0.016129032258064502	NA	0.3306451612903226	-0.03165584415584442	0.43449532575331096	2.0	0.0	2.0	122.0	83.0	39.0	39.0	0.0	39.0	85.0	83.0	2.0	0.016129032258064516	0.0	1.0	0.9838709677419355	0.680327868852459	0.319672131147541	0.31451612903225806	0.0	1.0	0.6854838709677419	0.9764705882352941	0.023529411764705882	100.51162229152702	0.473049439105988	101.87736888502428	83	41	-0.02352941176470591
utahontario2_REACTOME_ADENYLATE_CYCLASE_ACTIVATING_PATHWAY_weka_svm_weights_r_svm_rbf	0.6303030303030303	0.5945945945945946	0.4054054054054054	0.0	NA	0.4054054054054054	0.0	0.4607442917527548	0.0	0.0	0.0	37.0	22.0	15.0	15.0	0.0	15.0	22.0	22.0	0.0	0.0	NaN	NaN	1.0	0.5945945945945946	0.40540540540540543	0.40540540540540543	0.0	1.0	0.5945945945945946	1.0	0.0	95.38795021509684	0.49306671347439895	100.42208664335134	22	15	0.0
utahontario2_REACTOME_ADENYLATE_CYCLASE_ACTIVATING_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.40814479638009055	0.6854838709677419	0.3145161290322581	0.0	NA	0.3145161290322581	0.0	0.4297538295075145	0.0	0.0	0.0	124.0	85.0	39.0	39.0	0.0	39.0	85.0	85.0	0.0	0.0	NaN	NaN	1.0	0.6854838709677419	0.31451612903225806	0.31451612903225806	0.0	1.0	0.6854838709677419	1.0	0.0	99.41477394470552	0.46809624896031304	100.8106347597661	85	39	0.0
utahontario2_REACTOME_ADHERENS_JUNCTIONS_INTERACTIONS_weka_svm_weights_r_svm_rbf	0.40606060606060607	0.5945945945945946	0.4054054054054054	0.0	NA	0.4054054054054054	0.0	0.46953079944323867	0.0	0.0	0.0	37.0	22.0	15.0	15.0	0.0	15.0	22.0	22.0	0.0	0.0	NaN	NaN	1.0	0.5945945945945946	0.40540540540540543	0.40540540540540543	0.0	1.0	0.5945945945945946	1.0	0.0	97.20702203681395	0.5062806913434748	103.11335578444	22	15	0.0
utahontario2_REACTOME_ADHERENS_JUNCTIONS_INTERACTIONS_weka_svm_weights_r_svm_rbf_Training_Data	0.5351432880844647	0.6693548387096774	0.3145161290322581	-0.016129032258064502	NA	0.3306451612903226	-0.03165584415584442	0.4305042931204652	2.0	0.0	2.0	122.0	83.0	39.0	39.0	0.0	39.0	85.0	83.0	2.0	0.016129032258064516	0.0	1.0	0.9838709677419355	0.680327868852459	0.319672131147541	0.31451612903225806	0.0	1.0	0.6854838709677419	0.9764705882352941	0.023529411764705882	99.58837837894805	0.46626254047037813	100.41572171091067	83	41	-0.02352941176470591
utahontario2_REACTOME_ADP_SIGNALLING_THROUGH_P2Y_PURINOCEPTOR_12_weka_svm_weights_r_svm_rbf	0.5393939393939394	0.5945945945945946	0.4054054054054054	0.0	NA	0.4054054054054054	0.024604569420035357	0.46081437768799627	2.0	1.0	1.0	35.0	21.0	14.0	15.0	1.0	14.0	22.0	21.0	1.0	0.05405405405405406	0.5	0.5	0.9459459459459459	0.6	0.4	0.40540540540540543	0.06666666666666667	0.9333333333333333	0.5945945945945946	0.9545454545454546	0.045454545454545456	95.40246011531971	0.49905702627483695	101.64212379983967	22	15	0.021212121212121238
utahontario2_REACTOME_ADP_SIGNALLING_THROUGH_P2Y_PURINOCEPTOR_12_weka_svm_weights_r_svm_rbf_Training_Data	0.628054298642534	0.6693548387096774	0.3145161290322581	-0.016129032258064502	NA	0.3306451612903226	0.008000000000000064	0.41278504831749235	8.0	3.0	5.0	116.0	80.0	36.0	39.0	3.0	36.0	85.0	80.0	5.0	0.06451612903225806	0.375	0.625	0.9354838709677419	0.6896551724137931	0.3103448275862069	0.31451612903225806	0.07692307692307693	0.9230769230769231	0.6854838709677419	0.9411764705882353	0.058823529411764705	95.48939287699888	0.45873418546332034	98.79439223295815	83	41	0.018099547511312153
utahontario2_REACTOME_ADP_SIGNALLING_THROUGH_P2Y_PURINOCEPTOR_1_weka_svm_weights_r_svm_rbf	0.5727272727272729	0.6216216216216216	0.4054054054054054	0.027027027027026973	NA	0.3783783783783784	0.07829181494661919	0.4527469036414938	1.0	1.0	0.0	36.0	22.0	14.0	15.0	1.0	14.0	22.0	22.0	0.0	0.02702702702702703	1.0	0.0	0.972972972972973	0.6111111111111112	0.3888888888888889	0.40540540540540543	0.06666666666666667	0.9333333333333333	0.5945945945945946	1.0	0.0	93.73224992176118	0.489539198325462	99.70364343426483	23	14	0.06666666666666665
utahontario2_REACTOME_ADP_SIGNALLING_THROUGH_P2Y_PURINOCEPTOR_1_weka_svm_weights_r_svm_rbf_Training_Data	0.6648567119155354	0.6935483870967742	0.3145161290322581	0.008064516129032362	NA	0.30645161290322576	0.052673904302372544	0.4139995498406397	3.0	2.0	1.0	121.0	84.0	37.0	39.0	2.0	37.0	85.0	84.0	1.0	0.024193548387096774	0.6666666666666666	0.3333333333333333	0.9758064516129032	0.6942148760330579	0.30578512396694213	0.31451612903225806	0.05128205128205128	0.9487179487179487	0.6854838709677419	0.9882352941176471	0.011764705882352941	95.7703430072573	0.4508630093293316	97.0992317523182	86	38	0.03951734539969842
utahontario2_REACTOME_AKT_PHOSPHORYLATES_TARGETS_IN_THE_CYTOSOL_weka_svm_weights_r_svm_rbf	0.603030303030303	0.5945945945945946	0.4054054054054054	0.0	NA	0.4054054054054054	0.0	0.4590836392550366	0.0	0.0	0.0	37.0	22.0	15.0	15.0	0.0	15.0	22.0	22.0	0.0	0.0	NaN	NaN	1.0	0.5945945945945946	0.40540540540540543	0.40540540540540543	0.0	1.0	0.5945945945945946	1.0	0.0	95.04414511406279	0.4938547660497335	100.5825880153505	22	15	0.0
