	AUC	Accuracy	Baseline error rate	Baseline improvement	Best Num Features	Error rate	Number instances predicted as dependent variable class BRCACancer	Number instances predicted as dependent variable class BRCACancer correctly	Number instances predicted as dependent variable class BRCACancer incorrectly	Number instances predicted as dependent variable class Control	Number instances predicted as dependent variable class Control correctly	Number instances predicted as dependent variable class Control incorrectly	Number instances with dependent variable class BRCACancer	Number instances with dependent variable class BRCACancer predicted correctly	Number instances with dependent variable class BRCACancer predicted incorrectly	Number instances with dependent variable class Control	Number instances with dependent variable class Control predicted correctly	Number instances with dependent variable class Control predicted incorrectly	Proportion instances predicted as dependent variable class BRCACancer	Proportion instances predicted as dependent variable class BRCACancer correctly	Proportion instances predicted as dependent variable class BRCACancer incorrectly	Proportion instances predicted as dependent variable class Control	Proportion instances predicted as dependent variable class Control correctly	Proportion instances predicted as dependent variable class Control incorrectly	Proportion instances with dependent variable class BRCACancer	Proportion instances with dependent variable class BRCACancer predicted correctly	Proportion instances with dependent variable class BRCACancer predicted incorrectly	Proportion instances with dependent variable class Control	Proportion instances with dependent variable class Control predicted correctly	Proportion instances with dependent variable class Control predicted incorrectly	Total number correct	Total number incorrect	Youden Index
utahontario2_KEGG_ADHERENS_JUNCTION_weka_svm_weights_r_svm_rbf	0.6272727272727273	0.5945945945945946	0.4054054054054054	0.0	50	0.4054054054054054	0.0	0.0	0.0	37.0	22.0	15.0	15.0	0.0	15.0	22.0	22.0	0.0	0.0	NaN	NaN	1.0	0.5945945945945946	0.40540540540540543	0.40540540540540543	0.0	1.0	0.5945945945945946	1.0	0.0	22	15	0.0
utahontario2_KEGG_ADHERENS_JUNCTION_weka_svm_weights_r_svm_rbf_Training_Data	0.6470588235294118	0.6935483870967742	0.3145161290322581	0.008064516129032362	50	0.30645161290322576	7.0	4.0	3.0	117.0	82.0	35.0	39.0	4.0	35.0	85.0	82.0	3.0	0.056451612903225805	0.5714285714285714	0.42857142857142855	0.9435483870967742	0.7008547008547008	0.29914529914529914	0.31451612903225806	0.10256410256410256	0.8974358974358975	0.6854838709677419	0.9647058823529412	0.03529411764705882	86	38	0.06726998491704372
utahontario2_KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY_weka_svm_weights_r_svm_rbf	0.6424242424242426	0.5945945945945946	0.4054054054054054	0.0	25	0.4054054054054054	6.0	3.0	3.0	31.0	19.0	12.0	15.0	3.0	12.0	22.0	19.0	3.0	0.16216216216216217	0.5	0.5	0.8378378378378378	0.6129032258064516	0.3870967741935484	0.40540540540540543	0.2	0.8	0.5945945945945946	0.8636363636363636	0.13636363636363635	22	15	0.06363636363636371
utahontario2_KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.7013574660633484	0.7419354838709677	0.3145161290322581	0.05645161290322587	25	0.25806451612903225	23.0	15.0	8.0	101.0	77.0	24.0	39.0	15.0	24.0	85.0	77.0	8.0	0.18548387096774194	0.6521739130434783	0.34782608695652173	0.8145161290322581	0.7623762376237624	0.2376237623762376	0.31451612903225806	0.38461538461538464	0.6153846153846154	0.6854838709677419	0.9058823529411765	0.09411764705882353	92	32	0.29049773755656116
utahontario2_KEGG_AFRICAN_TRYPANOSOMIASIS_weka_svm_weights_r_svm_rbf	0.5878787878787879	0.5945945945945946	0.4054054054054054	0.0	25	0.4054054054054054	0.0	0.0	0.0	37.0	22.0	15.0	15.0	0.0	15.0	22.0	22.0	0.0	0.0	NaN	NaN	1.0	0.5945945945945946	0.40540540540540543	0.40540540540540543	0.0	1.0	0.5945945945945946	1.0	0.0	22	15	0.0
utahontario2_KEGG_AFRICAN_TRYPANOSOMIASIS_weka_svm_weights_r_svm_rbf_Training_Data	0.47782805429864256	0.6451612903225806	0.3145161290322581	-0.040322580645161255	25	0.3548387096774194	5.0	0.0	5.0	119.0	80.0	39.0	39.0	0.0	39.0	85.0	80.0	5.0	0.04032258064516129	0.0	1.0	0.9596774193548387	0.6722689075630253	0.3277310924369748	0.31451612903225806	0.0	1.0	0.6854838709677419	0.9411764705882353	0.058823529411764705	80	44	-0.05882352941176472
utahontario2_KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM_weka_svm_weights_r_svm_rbf	0.5666666666666668	0.5945945945945946	0.4054054054054054	0.0	25	0.4054054054054054	0.0	0.0	0.0	37.0	22.0	15.0	15.0	0.0	15.0	22.0	22.0	0.0	0.0	NaN	NaN	1.0	0.5945945945945946	0.40540540540540543	0.40540540540540543	0.0	1.0	0.5945945945945946	1.0	0.0	22	15	0.0
utahontario2_KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM_weka_svm_weights_r_svm_rbf_Training_Data	0.48295625942684767	0.6854838709677419	0.3145161290322581	0.0	25	0.3145161290322581	0.0	0.0	0.0	124.0	85.0	39.0	39.0	0.0	39.0	85.0	85.0	0.0	0.0	NaN	NaN	1.0	0.6854838709677419	0.31451612903225806	0.31451612903225806	0.0	1.0	0.6854838709677419	1.0	0.0	85	39	0.0
utahontario2_KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION_weka_svm_weights_r_svm_rbf	0.6242424242424243	0.5945945945945946	0.4054054054054054	0.0	25	0.4054054054054054	0.0	0.0	0.0	37.0	22.0	15.0	15.0	0.0	15.0	22.0	22.0	0.0	0.0	NaN	NaN	1.0	0.5945945945945946	0.40540540540540543	0.40540540540540543	0.0	1.0	0.5945945945945946	1.0	0.0	22	15	0.0
utahontario2_KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION_weka_svm_weights_r_svm_rbf_Training_Data	0.6265460030165912	0.6532258064516129	0.3145161290322581	-0.032258064516129004	25	0.3467741935483871	18.0	7.0	11.0	106.0	74.0	32.0	39.0	7.0	32.0	85.0	74.0	11.0	0.14516129032258066	0.3888888888888889	0.6111111111111112	0.8548387096774194	0.6981132075471698	0.3018867924528302	0.31451612903225806	0.1794871794871795	0.8205128205128205	0.6854838709677419	0.8705882352941177	0.12941176470588237	81	43	0.05007541478129718
utahontario2_KEGG_ALLOGRAFT_REJECTION_weka_svm_weights_r_svm_rbf	0.5303030303030303	0.6216216216216216	0.4054054054054054	0.027027027027026973	25	0.3783783783783784	3.0	2.0	1.0	34.0	21.0	13.0	15.0	2.0	13.0	22.0	21.0	1.0	0.08108108108108109	0.6666666666666666	0.3333333333333333	0.918918918918919	0.6176470588235294	0.38235294117647056	0.40540540540540543	0.13333333333333333	0.8666666666666667	0.5945945945945946	0.9545454545454546	0.045454545454545456	23	14	0.08787878787878789
utahontario2_KEGG_ALLOGRAFT_REJECTION_weka_svm_weights_r_svm_rbf_Training_Data	0.5855203619909504	0.6693548387096774	0.3145161290322581	-0.016129032258064502	25	0.3306451612903226	6.0	2.0	4.0	118.0	81.0	37.0	39.0	2.0	37.0	85.0	81.0	4.0	0.04838709677419355	0.3333333333333333	0.6666666666666666	0.9516129032258065	0.6864406779661016	0.3135593220338983	0.31451612903225806	0.05128205128205128	0.9487179487179487	0.6854838709677419	0.9529411764705882	0.047058823529411764	83	41	0.004223227752639502
utahontario2_KEGG_ALPHA_LINOLENIC_ACID_METABOLISM_weka_svm_weights_r_svm_rbf	0.5818181818181817	0.5945945945945946	0.4054054054054054	0.0	19	0.4054054054054054	0.0	0.0	0.0	37.0	22.0	15.0	15.0	0.0	15.0	22.0	22.0	0.0	0.0	NaN	NaN	1.0	0.5945945945945946	0.40540540540540543	0.40540540540540543	0.0	1.0	0.5945945945945946	1.0	0.0	22	15	0.0
utahontario2_KEGG_ALPHA_LINOLENIC_ACID_METABOLISM_weka_svm_weights_r_svm_rbf_Training_Data	0.5481146304675717	0.6854838709677419	0.3145161290322581	0.0	19	0.3145161290322581	0.0	0.0	0.0	124.0	85.0	39.0	39.0	0.0	39.0	85.0	85.0	0.0	0.0	NaN	NaN	1.0	0.6854838709677419	0.31451612903225806	0.31451612903225806	0.0	1.0	0.6854838709677419	1.0	0.0	85	39	0.0
utahontario2_KEGG_ALZHEIMERS_DISEASE_weka_svm_weights_r_svm_rbf	0.49393939393939396	0.4864864864864865	0.4054054054054054	-0.10810810810810811	25	0.5135135135135135	8.0	2.0	6.0	29.0	16.0	13.0	15.0	2.0	13.0	22.0	16.0	6.0	0.21621621621621623	0.25	0.75	0.7837837837837838	0.5517241379310345	0.4482758620689655	0.40540540540540543	0.13333333333333333	0.8666666666666667	0.5945945945945946	0.7272727272727273	0.2727272727272727	18	19	-0.1393939393939394
utahontario2_KEGG_ALZHEIMERS_DISEASE_weka_svm_weights_r_svm_rbf_Training_Data	0.6971342383107089	0.7016129032258065	0.3145161290322581	0.016129032258064613	75	0.2983870967741935	16.0	9.0	7.0	108.0	78.0	30.0	39.0	9.0	30.0	85.0	78.0	7.0	0.12903225806451613	0.5625	0.4375	0.8709677419354839	0.7222222222222222	0.2777777777777778	0.31451612903225806	0.23076923076923078	0.7692307692307693	0.6854838709677419	0.9176470588235294	0.08235294117647059	87	37	0.1484162895927601
utahontario2_KEGG_AMINOACYL_TRNA_BIOSYNTHESIS_weka_svm_weights_r_svm_rbf	0.5575757575757576	0.5945945945945946	0.4054054054054054	0.0	25	0.4054054054054054	0.0	0.0	0.0	37.0	22.0	15.0	15.0	0.0	15.0	22.0	22.0	0.0	0.0	NaN	NaN	1.0	0.5945945945945946	0.40540540540540543	0.40540540540540543	0.0	1.0	0.5945945945945946	1.0	0.0	22	15	0.0
utahontario2_KEGG_AMINOACYL_TRNA_BIOSYNTHESIS_weka_svm_weights_r_svm_rbf_Training_Data	0.628054298642534	0.7016129032258065	0.3145161290322581	0.016129032258064613	25	0.2983870967741935	8.0	5.0	3.0	116.0	82.0	34.0	39.0	5.0	34.0	85.0	82.0	3.0	0.06451612903225806	0.625	0.375	0.9354838709677419	0.7068965517241379	0.29310344827586204	0.31451612903225806	0.1282051282051282	0.8717948717948718	0.6854838709677419	0.9647058823529412	0.03529411764705882	87	37	0.0929110105580695
utahontario2_KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM_weka_svm_weights_r_svm_rbf	0.5	0.6216216216216216	0.4054054054054054	0.027027027027026973	25	0.3783783783783784	3.0	2.0	1.0	34.0	21.0	13.0	15.0	2.0	13.0	22.0	21.0	1.0	0.08108108108108109	0.6666666666666666	0.3333333333333333	0.918918918918919	0.6176470588235294	0.38235294117647056	0.40540540540540543	0.13333333333333333	0.8666666666666667	0.5945945945945946	0.9545454545454546	0.045454545454545456	23	14	0.08787878787878789
utahontario2_KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM_weka_svm_weights_r_svm_rbf_Training_Data	0.6414781297134239	0.6854838709677419	0.3145161290322581	0.0	25	0.3145161290322581	14.0	7.0	7.0	110.0	78.0	32.0	39.0	7.0	32.0	85.0	78.0	7.0	0.11290322580645161	0.5	0.5	0.8870967741935484	0.7090909090909091	0.2909090909090909	0.31451612903225806	0.1794871794871795	0.8205128205128205	0.6854838709677419	0.9176470588235294	0.08235294117647059	85	39	0.09713423831070878
utahontario2_KEGG_AMOEBIASIS_weka_svm_weights_r_svm_rbf	0.6636363636363637	0.5675675675675675	0.4054054054054054	-0.027027027027027084	25	0.43243243243243246	9.0	4.0	5.0	28.0	17.0	11.0	15.0	4.0	11.0	22.0	17.0	5.0	0.24324324324324326	0.4444444444444444	0.5555555555555556	0.7567567567567568	0.6071428571428571	0.39285714285714285	0.40540540540540543	0.26666666666666666	0.7333333333333333	0.5945945945945946	0.7727272727272727	0.22727272727272727	21	16	0.039393939393939315
utahontario2_KEGG_AMOEBIASIS_weka_svm_weights_r_svm_rbf_Training_Data	0.7348416289592761	0.7096774193548387	0.3145161290322581	0.024193548387096864	75	0.29032258064516125	19.0	11.0	8.0	105.0	77.0	28.0	39.0	11.0	28.0	85.0	77.0	8.0	0.1532258064516129	0.5789473684210527	0.42105263157894735	0.8467741935483871	0.7333333333333333	0.26666666666666666	0.31451612903225806	0.28205128205128205	0.717948717948718	0.6854838709677419	0.9058823529411765	0.09411764705882353	88	36	0.18793363499245852
utahontario2_KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS_weka_svm_weights_r_svm_rbf	0.49696969696969695	0.5135135135135135	0.4054054054054054	-0.08108108108108114	50	0.4864864864864865	11.0	4.0	7.0	26.0	15.0	11.0	15.0	4.0	11.0	22.0	15.0	7.0	0.2972972972972973	0.36363636363636365	0.6363636363636364	0.7027027027027027	0.5769230769230769	0.4230769230769231	0.40540540540540543	0.26666666666666666	0.7333333333333333	0.5945945945945946	0.6818181818181818	0.3181818181818182	19	18	-0.051515151515151514
utahontario2_KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS_weka_svm_weights_r_svm_rbf_Training_Data	0.665158371040724	0.6693548387096774	0.3145161290322581	-0.016129032258064502	25	0.3306451612903226	16.0	7.0	9.0	108.0	76.0	32.0	39.0	7.0	32.0	85.0	76.0	9.0	0.12903225806451613	0.4375	0.5625	0.8709677419354839	0.7037037037037037	0.2962962962962963	0.31451612903225806	0.1794871794871795	0.8205128205128205	0.6854838709677419	0.8941176470588236	0.10588235294117647	83	41	0.07360482654600298
utahontario2_KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION_weka_svm_weights_r_svm_rbf	0.4484848484848485	0.4594594594594595	0.4054054054054054	-0.13513513513513514	50	0.5405405405405406	13.0	4.0	9.0	24.0	13.0	11.0	15.0	4.0	11.0	22.0	13.0	9.0	0.35135135135135137	0.3076923076923077	0.6923076923076923	0.6486486486486487	0.5416666666666666	0.4583333333333333	0.40540540540540543	0.26666666666666666	0.7333333333333333	0.5945945945945946	0.5909090909090909	0.4090909090909091	17	20	-0.14242424242424234
utahontario2_KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION_weka_svm_weights_r_svm_rbf_Training_Data	0.6714932126696832	0.6854838709677419	0.3145161290322581	0.0	25	0.3145161290322581	20.0	10.0	10.0	104.0	75.0	29.0	39.0	10.0	29.0	85.0	75.0	10.0	0.16129032258064516	0.5	0.5	0.8387096774193549	0.7211538461538461	0.27884615384615385	0.31451612903225806	0.2564102564102564	0.7435897435897436	0.6854838709677419	0.8823529411764706	0.11764705882352941	85	39	0.13876319758672695
utahontario2_KEGG_APOPTOSIS_weka_svm_weights_r_svm_rbf	0.509090909090909	0.5945945945945946	0.4054054054054054	0.0	75	0.4054054054054054	6.0	3.0	3.0	31.0	19.0	12.0	15.0	3.0	12.0	22.0	19.0	3.0	0.16216216216216217	0.5	0.5	0.8378378378378378	0.6129032258064516	0.3870967741935484	0.40540540540540543	0.2	0.8	0.5945945945945946	0.8636363636363636	0.13636363636363635	22	15	0.06363636363636371
utahontario2_KEGG_APOPTOSIS_weka_svm_weights_r_svm_rbf_Training_Data	0.6371040723981901	0.7096774193548387	0.3145161290322581	0.024193548387096864	50	0.29032258064516125	19.0	11.0	8.0	105.0	77.0	28.0	39.0	11.0	28.0	85.0	77.0	8.0	0.1532258064516129	0.5789473684210527	0.42105263157894735	0.8467741935483871	0.7333333333333333	0.26666666666666666	0.31451612903225806	0.28205128205128205	0.717948717948718	0.6854838709677419	0.9058823529411765	0.09411764705882353	88	36	0.18793363499245852
utahontario2_KEGG_ARACHIDONIC_ACID_METABOLISM_weka_svm_weights_r_svm_rbf	0.5636363636363636	0.5945945945945946	0.4054054054054054	0.0	25	0.4054054054054054	0.0	0.0	0.0	37.0	22.0	15.0	15.0	0.0	15.0	22.0	22.0	0.0	0.0	NaN	NaN	1.0	0.5945945945945946	0.40540540540540543	0.40540540540540543	0.0	1.0	0.5945945945945946	1.0	0.0	22	15	0.0
utahontario2_KEGG_ARACHIDONIC_ACID_METABOLISM_weka_svm_weights_r_svm_rbf_Training_Data	0.46093514328808444	0.6451612903225806	0.3145161290322581	-0.040322580645161255	25	0.3548387096774194	9.0	2.0	7.0	115.0	78.0	37.0	39.0	2.0	37.0	85.0	78.0	7.0	0.07258064516129033	0.2222222222222222	0.7777777777777778	0.9274193548387096	0.6782608695652174	0.3217391304347826	0.31451612903225806	0.05128205128205128	0.9487179487179487	0.6854838709677419	0.9176470588235294	0.08235294117647059	80	44	-0.031070889894419307
utahontario2_KEGG_ARGININE_AND_PROLINE_METABOLISM_weka_svm_weights_r_svm_rbf	0.5515151515151515	0.5945945945945946	0.4054054054054054	0.0	25	0.4054054054054054	0.0	0.0	0.0	37.0	22.0	15.0	15.0	0.0	15.0	22.0	22.0	0.0	0.0	NaN	NaN	1.0	0.5945945945945946	0.40540540540540543	0.40540540540540543	0.0	1.0	0.5945945945945946	1.0	0.0	22	15	0.0
utahontario2_KEGG_ARGININE_AND_PROLINE_METABOLISM_weka_svm_weights_r_svm_rbf_Training_Data	0.6383107088989443	0.6774193548387096	0.3145161290322581	-0.008064516129032251	50	0.32258064516129037	1.0	0.0	1.0	123.0	84.0	39.0	39.0	0.0	39.0	85.0	84.0	1.0	0.008064516129032258	0.0	1.0	0.9919354838709677	0.6829268292682927	0.3170731707317073	0.31451612903225806	0.0	1.0	0.6854838709677419	0.9882352941176471	0.011764705882352941	84	40	-0.0117647058823529
utahontario2_KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC_weka_svm_weights_r_svm_rbf	0.7727272727272727	0.6756756756756757	0.4054054054054054	0.08108108108108103	50	0.32432432432432434	11.0	7.0	4.0	26.0	18.0	8.0	15.0	7.0	8.0	22.0	18.0	4.0	0.2972972972972973	0.6363636363636364	0.36363636363636365	0.7027027027027027	0.6923076923076923	0.3076923076923077	0.40540540540540543	0.4666666666666667	0.5333333333333333	0.5945945945945946	0.8181818181818182	0.18181818181818182	25	12	0.2848484848484849
utahontario2_KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC_weka_svm_weights_r_svm_rbf_Training_Data	0.6458521870286577	0.6854838709677419	0.3145161290322581	0.0	50	0.3145161290322581	22.0	11.0	11.0	102.0	74.0	28.0	39.0	11.0	28.0	85.0	74.0	11.0	0.1774193548387097	0.5	0.5	0.8225806451612904	0.7254901960784313	0.27450980392156865	0.31451612903225806	0.28205128205128205	0.717948717948718	0.6854838709677419	0.8705882352941177	0.12941176470588237	85	39	0.1526395173453996
utahontario2_KEGG_ASCORBATE_AND_ALDARATE_METABOLISM_weka_svm_weights_r_svm_rbf	0.49696969696969695	0.5945945945945946	0.4054054054054054	0.0	15	0.4054054054054054	0.0	0.0	0.0	37.0	22.0	15.0	15.0	0.0	15.0	22.0	22.0	0.0	0.0	NaN	NaN	1.0	0.5945945945945946	0.40540540540540543	0.40540540540540543	0.0	1.0	0.5945945945945946	1.0	0.0	22	15	0.0
utahontario2_KEGG_ASCORBATE_AND_ALDARATE_METABOLISM_weka_svm_weights_r_svm_rbf_Training_Data	0.49834087481146305	0.6854838709677419	0.3145161290322581	0.0	15	0.3145161290322581	0.0	0.0	0.0	124.0	85.0	39.0	39.0	0.0	39.0	85.0	85.0	0.0	0.0	NaN	NaN	1.0	0.6854838709677419	0.31451612903225806	0.31451612903225806	0.0	1.0	0.6854838709677419	1.0	0.0	85	39	0.0
utahontario2_KEGG_ASTHMA_weka_svm_weights_r_svm_rbf	0.5787878787878787	0.5945945945945946	0.4054054054054054	0.0	24	0.4054054054054054	0.0	0.0	0.0	37.0	22.0	15.0	15.0	0.0	15.0	22.0	22.0	0.0	0.0	NaN	NaN	1.0	0.5945945945945946	0.40540540540540543	0.40540540540540543	0.0	1.0	0.5945945945945946	1.0	0.0	22	15	0.0
utahontario2_KEGG_ASTHMA_weka_svm_weights_r_svm_rbf_Training_Data	0.6564102564102564	0.6693548387096774	0.3145161290322581	-0.016129032258064502	24	0.3306451612903226	4.0	1.0	3.0	120.0	82.0	38.0	39.0	1.0	38.0	85.0	82.0	3.0	0.03225806451612903	0.25	0.75	0.967741935483871	0.6833333333333333	0.31666666666666665	0.31451612903225806	0.02564102564102564	0.9743589743589743	0.6854838709677419	0.9647058823529412	0.03529411764705882	83	41	-0.009653092006033148
utahontario2_KEGG_AUTOIMMUNE_THYROID_DISEASE_weka_svm_weights_r_svm_rbf	0.5787878787878787	0.6216216216216216	0.4054054054054054	0.027027027027026973	25	0.3783783783783784	1.0	1.0	0.0	36.0	22.0	14.0	15.0	1.0	14.0	22.0	22.0	0.0	0.02702702702702703	1.0	0.0	0.972972972972973	0.6111111111111112	0.3888888888888889	0.40540540540540543	0.06666666666666667	0.9333333333333333	0.5945945945945946	1.0	0.0	23	14	0.06666666666666665
utahontario2_KEGG_AUTOIMMUNE_THYROID_DISEASE_weka_svm_weights_r_svm_rbf_Training_Data	0.5282051282051283	0.6370967741935484	0.3145161290322581	-0.048387096774193505	25	0.3629032258064516	8.0	1.0	7.0	116.0	78.0	38.0	39.0	1.0	38.0	85.0	78.0	7.0	0.06451612903225806	0.125	0.875	0.9354838709677419	0.6724137931034483	0.3275862068965517	0.31451612903225806	0.02564102564102564	0.9743589743589743	0.6854838709677419	0.9176470588235294	0.08235294117647059	79	45	-0.05671191553544497
