	AUC
Visvader_REACTOME_MITOTIC_M_M_G1_PHASES_weka_svm_weights_r_svm_rbf	0.84
Visvader_REACTOME_PLATELET_DEGRANULATION_weka_svm_weights_r_svm_rbf	0.84
Visvader_REACTOME_RNA_POLYMERASE_I_III_AND_MITOCHONDRIAL_TRANSCRIPTION_weka_svm_weights_r_svm_rbf	0.84
Visvader_REACTOME_SIGNALLING_BY_NGF_weka_svm_weights_r_svm_rbf	0.84
Visvader_REACTOME_TOLL_RECEPTOR_CASCADES_weka_svm_weights_r_svm_rbf	0.84
Visvader_BIOCARTA_HCMV_PATHWAY_weka_svm_weights_r_svm_rbf	0.826666666667
Visvader_BIOCARTA_MCALPAIN_PATHWAY_weka_svm_weights_r_svm_rbf	0.826666666667
Visvader_BIOCARTA_NFAT_PATHWAY_weka_svm_weights_r_svm_rbf	0.826666666667
Visvader_BIOCARTA_STRESS_PATHWAY_weka_svm_weights_r_svm_rbf	0.826666666667
Visvader_KEGG_AMINOACYL_TRNA_BIOSYNTHESIS_weka_svm_weights_r_svm_rbf	0.826666666667
Visvader_KEGG_ENDOMETRIAL_CANCER_weka_svm_weights_r_svm_rbf	0.826666666667
Visvader_KEGG_ERBB_SIGNALING_PATHWAY_weka_svm_weights_r_svm_rbf	0.826666666667
Visvader_KEGG_GLUTAMATERGIC_SYNAPSE_weka_svm_weights_r_svm_rbf	0.826666666667
Visvader_KEGG_HOMOLOGOUS_RECOMBINATION_weka_svm_weights_r_svm_rbf	0.826666666667
Visvader_KEGG_PANCREATIC_CANCER_weka_svm_weights_r_svm_rbf	0.826666666667
Visvader_KEGG_PATHWAYS_IN_CANCER_weka_svm_weights_r_svm_rbf	0.826666666667
Visvader_KEGG_SALIVARY_SECRETION_weka_svm_weights_r_svm_rbf	0.826666666667
Visvader_KEGG_SMALL_CELL_LUNG_CANCER_weka_svm_weights_r_svm_rbf	0.826666666667
Visvader_KEGG_TRYPTOPHAN_METABOLISM_weka_svm_weights_r_svm_rbf	0.826666666667
Visvader_REACTOME_DOWNSTREAM_TCR_SIGNALING_weka_svm_weights_r_svm_rbf	0.826666666667
Visvader_REACTOME_ELECTRON_TRANSPORT_CHAIN_weka_svm_weights_r_svm_rbf	0.826666666667
Visvader_REACTOME_G2_M_TRANSITION_weka_svm_weights_r_svm_rbf	0.826666666667
Visvader_REACTOME_MAP_KINASES_ACTIVATION_IN_TLR_CASCADE_weka_svm_weights_r_svm_rbf	0.826666666667
Visvader_REACTOME_P75_NTR_RECEPTOR_MEDIATED_SIGNALLING_weka_svm_weights_r_svm_rbf	0.826666666667
Visvader_REACTOME_SIGNALING_IN_IMMUNE_SYSTEM_weka_svm_weights_r_svm_rbf	0.826666666667
Visvader_REACTOME_SYNTHESIS_OF_DNA_weka_svm_weights_r_svm_rbf	0.826666666667
Visvader_ST_JNK_MAPK_PATHWAY_weka_svm_weights_r_svm_rbf	0.826666666667
Visvader_BIOCARTA_ACE2_PATHWAY_weka_svm_weights_r_svm_rbf	0.813333333333
Visvader_BIOCARTA_BARRESTIN_SRC_PATHWAY_weka_svm_weights_r_svm_rbf	0.813333333333
Visvader_BIOCARTA_CELLCYCLE_PATHWAY_weka_svm_weights_r_svm_rbf	0.813333333333
Visvader_BIOCARTA_EIF_PATHWAY_weka_svm_weights_r_svm_rbf	0.813333333333
Visvader_BIOCARTA_HIVNEF_PATHWAY_weka_svm_weights_r_svm_rbf	0.813333333333
Visvader_BIOCARTA_IL1R_PATHWAY_weka_svm_weights_r_svm_rbf	0.813333333333
Visvader_BIOCARTA_MONOCYTE_PATHWAY_weka_svm_weights_r_svm_rbf	0.813333333333
Visvader_BIOCARTA_MTOR_PATHWAY_weka_svm_weights_r_svm_rbf	0.813333333333
Visvader_BIOCARTA_TNFR2_PATHWAY_weka_svm_weights_r_svm_rbf	0.813333333333
Visvader_KEGG_ALZHEIMERS_DISEASE_weka_svm_weights_r_svm_rbf	0.813333333333
Visvader_KEGG_APOPTOSIS_weka_svm_weights_r_svm_rbf	0.813333333333
Visvader_KEGG_MAPK_SIGNALING_PATHWAY_weka_svm_weights_r_svm_rbf	0.813333333333
Visvader_KEGG_MTOR_SIGNALING_PATHWAY_weka_svm_weights_r_svm_rbf	0.813333333333
Visvader_KEGG_NON_SMALL_CELL_LUNG_CANCER_weka_svm_weights_r_svm_rbf	0.813333333333
Visvader_KEGG_PARKINSONS_DISEASE_weka_svm_weights_r_svm_rbf	0.813333333333
Visvader_KEGG_RNA_DEGRADATION_weka_svm_weights_r_svm_rbf	0.813333333333
Visvader_KEGG_SYSTEMIC_LUPUS_ERYTHEMATOSUS_weka_svm_weights_r_svm_rbf	0.813333333333
Visvader_KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY_weka_svm_weights_r_svm_rbf	0.813333333333
Visvader_REACTOME_CLATHRIN_DERIVED_VESICLE_BUDDING_weka_svm_weights_r_svm_rbf	0.813333333333
Visvader_REACTOME_COPI_MEDIATED_TRANSPORT_weka_svm_weights_r_svm_rbf	0.813333333333
Visvader_REACTOME_DNA_STRAND_ELONGATION_weka_svm_weights_r_svm_rbf	0.813333333333
Visvader_REACTOME_ELONGATION_AND_PROCESSING_OF_CAPPED_TRANSCRIPTS_weka_svm_weights_r_svm_rbf	0.813333333333
Visvader_REACTOME_GLOBAL_GENOMIC_NER_weka_svm_weights_r_svm_rbf	0.813333333333
Visvader_REACTOME_GLUCOSE_REGULATION_OF_INSULIN_SECRETION_weka_svm_weights_r_svm_rbf	0.813333333333
Visvader_REACTOME_INSULIN_SYNTHESIS_AND_SECRETION_weka_svm_weights_r_svm_rbf	0.813333333333
Visvader_REACTOME_INTEGRATION_OF_ENERGY_METABOLISM_weka_svm_weights_r_svm_rbf	0.813333333333
Visvader_REACTOME_INTRINSIC_PATHWAY_FOR_APOPTOSIS_weka_svm_weights_r_svm_rbf	0.813333333333
Visvader_REACTOME_LOSS_OF_NLP_FROM_MITOTIC_CENTROSOMES_weka_svm_weights_r_svm_rbf	0.813333333333
Visvader_REACTOME_NRAGE_SIGNALS_DEATH_THROUGH_JNK_weka_svm_weights_r_svm_rbf	0.813333333333
Visvader_REACTOME_POST_NMDA_RECEPTOR_ACTIVATION_EVENTS_weka_svm_weights_r_svm_rbf	0.813333333333
Visvader_REACTOME_PROCESSING_OF_CAPPED_INTRON_CONTAINING_PRE_MRNA_weka_svm_weights_r_svm_rbf	0.813333333333
Visvader_REACTOME_PYRUVATE_METABOLISM_AND_TCA_CYCLE_weka_svm_weights_r_svm_rbf	0.813333333333
Visvader_REACTOME_RAS_ACTIVATION_UOPN_CA2_INFUX_THROUGH_NMDA_RECEPTOR_weka_svm_weights_r_svm_rbf	0.813333333333
Visvader_REACTOME_RNA_POLYMERASE_II_TRANSCRIPTION_weka_svm_weights_r_svm_rbf	0.813333333333
Visvader_REACTOME_TCR_SIGNALING_weka_svm_weights_r_svm_rbf	0.813333333333
Visvader_REACTOME_TOLL_LIKE_RECEPTOR_3_CASCADE_weka_svm_weights_r_svm_rbf	0.813333333333
Visvader_SIG_PIP3_SIGNALING_IN_CARDIAC_MYOCTES_weka_svm_weights_r_svm_rbf	0.813333333333
Visvader_BIOCARTA_AGR_PATHWAY_weka_svm_weights_r_svm_rbf	0.8
Visvader_BIOCARTA_AKT_PATHWAY_weka_svm_weights_r_svm_rbf	0.8
Visvader_BIOCARTA_ARAP_PATHWAY_weka_svm_weights_r_svm_rbf	0.8
Visvader_BIOCARTA_ARF_PATHWAY_weka_svm_weights_r_svm_rbf	0.8
Visvader_BIOCARTA_AT1R_PATHWAY_weka_svm_weights_r_svm_rbf	0.8
Visvader_BIOCARTA_BCR_PATHWAY_weka_svm_weights_r_svm_rbf	0.8
Visvader_BIOCARTA_CARDIACEGF_PATHWAY_weka_svm_weights_r_svm_rbf	0.8
Visvader_BIOCARTA_CDC42RAC_PATHWAY_weka_svm_weights_r_svm_rbf	0.8
Visvader_BIOCARTA_CSK_PATHWAY_weka_svm_weights_r_svm_rbf	0.8
Visvader_BIOCARTA_CTCF_PATHWAY_weka_svm_weights_r_svm_rbf	0.8
Visvader_BIOCARTA_CXCR4_PATHWAY_weka_svm_weights_r_svm_rbf	0.8
Visvader_BIOCARTA_DEATH_PATHWAY_weka_svm_weights_r_svm_rbf	0.8
Visvader_BIOCARTA_ECM_PATHWAY_weka_svm_weights_r_svm_rbf	0.8
Visvader_BIOCARTA_EIF2_PATHWAY_weka_svm_weights_r_svm_rbf	0.8
Visvader_BIOCARTA_ERK_PATHWAY_weka_svm_weights_r_svm_rbf	0.8
Visvader_BIOCARTA_ETC_PATHWAY_weka_svm_weights_r_svm_rbf	0.8
Visvader_BIOCARTA_FAS_PATHWAY_weka_svm_weights_r_svm_rbf	0.8
Visvader_BIOCARTA_FMLP_PATHWAY_weka_svm_weights_r_svm_rbf	0.8
Visvader_BIOCARTA_GLEEVEC_PATHWAY_weka_svm_weights_r_svm_rbf	0.8
Visvader_BIOCARTA_IGF1MTOR_PATHWAY_weka_svm_weights_r_svm_rbf	0.8
Visvader_BIOCARTA_IGF1R_PATHWAY_weka_svm_weights_r_svm_rbf	0.8
Visvader_BIOCARTA_IGF1_PATHWAY_weka_svm_weights_r_svm_rbf	0.8
Visvader_BIOCARTA_IL6_PATHWAY_weka_svm_weights_r_svm_rbf	0.8
Visvader_BIOCARTA_INTEGRIN_PATHWAY_weka_svm_weights_r_svm_rbf	0.8
Visvader_BIOCARTA_KERATINOCYTE_PATHWAY_weka_svm_weights_r_svm_rbf	0.8
Visvader_BIOCARTA_MAL_PATHWAY_weka_svm_weights_r_svm_rbf	0.8
Visvader_BIOCARTA_MET_PATHWAY_weka_svm_weights_r_svm_rbf	0.8
Visvader_BIOCARTA_MPR_PATHWAY_weka_svm_weights_r_svm_rbf	0.8
Visvader_BIOCARTA_NFKB_PATHWAY_weka_svm_weights_r_svm_rbf	0.8
Visvader_BIOCARTA_NTHI_PATHWAY_weka_svm_weights_r_svm_rbf	0.8
Visvader_BIOCARTA_NUCLEARRS_PATHWAY_weka_svm_weights_r_svm_rbf	0.8
Visvader_BIOCARTA_PML_PATHWAY_weka_svm_weights_r_svm_rbf	0.8
Visvader_BIOCARTA_PTEN_PATHWAY_weka_svm_weights_r_svm_rbf	0.8
Visvader_BIOCARTA_PYK2_PATHWAY_weka_svm_weights_r_svm_rbf	0.8
Visvader_BIOCARTA_RAB_PATHWAY_weka_svm_weights_r_svm_rbf	0.8
Visvader_BIOCARTA_RACCYCD_PATHWAY_weka_svm_weights_r_svm_rbf	0.8
Visvader_BIOCARTA_RANMS_PATHWAY_weka_svm_weights_r_svm_rbf	0.8
Visvader_BIOCARTA_RARRXR_PATHWAY_weka_svm_weights_r_svm_rbf	0.8
Visvader_BIOCARTA_RAS_PATHWAY_weka_svm_weights_r_svm_rbf	0.8
Visvader_BIOCARTA_RB_PATHWAY_weka_svm_weights_r_svm_rbf	0.8
Visvader_BIOCARTA_SALMONELLA_PATHWAY_weka_svm_weights_r_svm_rbf	0.8
Visvader_BIOCARTA_SPRY_PATHWAY_weka_svm_weights_r_svm_rbf	0.8
Visvader_BIOCARTA_SRCRPTP_PATHWAY_weka_svm_weights_r_svm_rbf	0.8
Visvader_BIOCARTA_UCALPAIN_PATHWAY_weka_svm_weights_r_svm_rbf	0.8
Visvader_KEGG_AMOEBIASIS_weka_svm_weights_r_svm_rbf	0.8
Visvader_KEGG_BASAL_TRANSCRIPTION_FACTORS_weka_svm_weights_r_svm_rbf	0.8
Visvader_KEGG_BLADDER_CANCER_weka_svm_weights_r_svm_rbf	0.8
Visvader_KEGG_CHOLINERGIC_SYNAPSE_weka_svm_weights_r_svm_rbf	0.8
Visvader_KEGG_DNA_REPLICATION_weka_svm_weights_r_svm_rbf	0.8
Visvader_KEGG_D_GLUTAMINE_AND_D_GLUTAMATE_METABOLISM_weka_svm_weights_r_svm_rbf	0.8
Visvader_KEGG_ENDOCYTOSIS_weka_svm_weights_r_svm_rbf	0.8
Visvader_KEGG_HEDGEHOG_SIGNALING_PATHWAY_weka_svm_weights_r_svm_rbf	0.8
Visvader_KEGG_INFLUENZA_A_weka_svm_weights_r_svm_rbf	0.8
Visvader_KEGG_NUCLEOTIDE_EXCISION_REPAIR_weka_svm_weights_r_svm_rbf	0.8
Visvader_KEGG_PRION_DISEASES_weka_svm_weights_r_svm_rbf	0.8
Visvader_KEGG_RENAL_CELL_CARCINOMA_weka_svm_weights_r_svm_rbf	0.8
Visvader_KEGG_RENIN_ANGIOTENSIN_SYSTEM_weka_svm_weights_r_svm_rbf	0.8
Visvader_KEGG_SHIGELLOSIS_weka_svm_weights_r_svm_rbf	0.8
Visvader_REACTOME_ADP_SIGNALLING_THROUGH_P2Y_PURINOCEPTOR_12_weka_svm_weights_r_svm_rbf	0.8
Visvader_REACTOME_ADP_SIGNALLING_THROUGH_P2Y_PURINOCEPTOR_1_weka_svm_weights_r_svm_rbf	0.8
Visvader_REACTOME_CENTROSOME_MATURATION_weka_svm_weights_r_svm_rbf	0.8
Visvader_REACTOME_CREB_PHOPHORYLATION_THROUGH_THE_ACTIVATION_OF_RAS_weka_svm_weights_r_svm_rbf	0.8
Visvader_REACTOME_CYTOSOLIC_TRNA_AMINOACYLATION_weka_svm_weights_r_svm_rbf	0.8
Visvader_REACTOME_DEADENYLATION_OF_MRNA_weka_svm_weights_r_svm_rbf	0.8
Visvader_REACTOME_FORMATION_OF_ATP_BY_CHEMIOSMOTIC_COUPLING_weka_svm_weights_r_svm_rbf	0.8
Visvader_REACTOME_FORMATION_OF_FIBRIN_CLOT_CLOTTING_CASCADE_weka_svm_weights_r_svm_rbf	0.8
Visvader_REACTOME_GENE_EXPRESSION_weka_svm_weights_r_svm_rbf	0.8
Visvader_REACTOME_GOLGI_ASSOCIATED_VESICLE_BIOGENESIS_weka_svm_weights_r_svm_rbf	0.8
Visvader_REACTOME_GRB2_EVENTS_IN_EGFR_SIGNALING_weka_svm_weights_r_svm_rbf	0.8
Visvader_REACTOME_GRB2_SOS_PROVIDES_LINKAGE_TO_MAPK_SIGNALING_FOR_INTERGRINS__weka_svm_weights_r_svm_rbf	0.8
Visvader_REACTOME_GTP_HYDROLYSIS_AND_JOINING_OF_THE_60S_RIBOSOMAL_SUBUNIT_weka_svm_weights_r_svm_rbf	0.8
Visvader_REACTOME_G_BETA_GAMMA_SIGNALLING_THROUGH_PI3KGAMMA_weka_svm_weights_r_svm_rbf	0.8
Visvader_REACTOME_G_BETA_GAMMA_SIGNALLING_THROUGH_PLC_BETA_weka_svm_weights_r_svm_rbf	0.8
Visvader_REACTOME_G_PROTEIN_BETA_GAMMA_SIGNALLING_weka_svm_weights_r_svm_rbf	0.8
Visvader_REACTOME_HEMOSTASIS_weka_svm_weights_r_svm_rbf	0.8
Visvader_REACTOME_HIV1_TRANSCRIPTION_INITIATION_weka_svm_weights_r_svm_rbf	0.8
Visvader_REACTOME_HORMONE_SENSITIVE_LIPASE_HSL_MEDIATED_TRIACYLGLYCEROL_HYDROLYSIS_weka_svm_weights_r_svm_rbf	0.8
Visvader_REACTOME_HOST_INTERACTIONS_OF_HIV_FACTORS_weka_svm_weights_r_svm_rbf	0.8
Visvader_REACTOME_HUMAN_TAK1_ACTIVATES_NFKB_BY_PHOSPHORYLATION_AND_ACTIVATION_OF_IKKS_COMPLEX_weka_svm_weights_r_svm_rbf	0.8
Visvader_REACTOME_INHIBITION_OF_INSULIN_SECRETION_BY_ADRENALINE_NORADRENALINE_weka_svm_weights_r_svm_rbf	0.8
Visvader_REACTOME_INTEGRIN_ALPHAIIBBETA3_SIGNALING_weka_svm_weights_r_svm_rbf	0.8
Visvader_REACTOME_LYSOSOME_VESICLE_BIOGENESIS_weka_svm_weights_r_svm_rbf	0.8
Visvader_REACTOME_MAPK_TARGETS_NUCLEAR_EVENTS_MEDIATED_BY_MAP_KINASES_weka_svm_weights_r_svm_rbf	0.8
Visvader_REACTOME_METABOLISM_OF_MRNA_weka_svm_weights_r_svm_rbf	0.8
Visvader_REACTOME_MRNA_DECAY_BY_5_TO_3_EXORIBONUCLEASE_weka_svm_weights_r_svm_rbf	0.8
Visvader_REACTOME_MRNA_PROCESSING_weka_svm_weights_r_svm_rbf	0.8
Visvader_REACTOME_MRNA_SPLICING_MINOR_PATHWAY_weka_svm_weights_r_svm_rbf	0.8
Visvader_REACTOME_MRNA_SPLICING_weka_svm_weights_r_svm_rbf	0.8
Visvader_REACTOME_NUCLEOTIDE_EXCISION_REPAIR_weka_svm_weights_r_svm_rbf	0.8
Visvader_REACTOME_P130CAS_LINKAGE_TO_MAPK_SIGNALING_FOR_INTEGRINS_weka_svm_weights_r_svm_rbf	0.8
Visvader_REACTOME_PLATELET_ACTIVATION_TRIGGERS_weka_svm_weights_r_svm_rbf	0.8
Visvader_REACTOME_RECRUITMENT_OF_NUMA_TO_MITOTIC_CENTROSOMES_weka_svm_weights_r_svm_rbf	0.8
Visvader_REACTOME_REGULATION_OF_INSULIN_SECRETION_BY_FREE_FATTY_ACIDS_weka_svm_weights_r_svm_rbf	0.8
Visvader_REACTOME_RNA_POLYMERASE_III_TRANSCRIPTION_INITIATION_FROM_TYPE_3_PROMOTER_weka_svm_weights_r_svm_rbf	0.8
Visvader_REACTOME_RNA_POLYMERASE_I_TRANSCRIPTION_TERMINATION_weka_svm_weights_r_svm_rbf	0.8
Visvader_REACTOME_RNA_POL_II_CTD_PHOSPHORYLATION_AND_INTERACTION_WITH_CE_weka_svm_weights_r_svm_rbf	0.8
Visvader_REACTOME_SEMA4D_INDUCED_CELL_MIGRATION_AND_GROWTH_CONE_COLLAPSE_weka_svm_weights_r_svm_rbf	0.8
Visvader_REACTOME_SHCMEDIATED_CASCADE_weka_svm_weights_r_svm_rbf	0.8
Visvader_REACTOME_SHC_RELATED_EVENTS_weka_svm_weights_r_svm_rbf	0.8
Visvader_REACTOME_SIGNALING_BY_EGFR_weka_svm_weights_r_svm_rbf	0.8
Visvader_REACTOME_SIGNALING_BY_VEGF_weka_svm_weights_r_svm_rbf	0.8
Visvader_REACTOME_SIGNALLING_TO_P38_VIA_RIT_AND_RIN_weka_svm_weights_r_svm_rbf	0.8
Visvader_REACTOME_SIGNALLING_TO_RAS_weka_svm_weights_r_svm_rbf	0.8
Visvader_REACTOME_SIGNAL_AMPLIFICATION_weka_svm_weights_r_svm_rbf	0.8
Visvader_REACTOME_SNRNP_ASSEMBLY_weka_svm_weights_r_svm_rbf	0.8
Visvader_REACTOME_SOS_MEDIATED_SIGNALLING_weka_svm_weights_r_svm_rbf	0.8
Visvader_REACTOME_TAT_MEDIATED_HIV1_ELONGATION_ARREST_AND_RECOVERY_weka_svm_weights_r_svm_rbf	0.8
Visvader_REACTOME_THE_ROLE_OF_NEF_IN_HIV1_REPLICATION_AND_DISEASE_PATHOGENESIS_weka_svm_weights_r_svm_rbf	0.8
Visvader_REACTOME_THROMBIN_SIGNALLING_THROUGH_PROTEINASE_ACTIVATED_RECEPTORS_weka_svm_weights_r_svm_rbf	0.8
Visvader_REACTOME_THROMBOXANE_SIGNALLING_THROUGH_TP_RECEPTOR_weka_svm_weights_r_svm_rbf	0.8
Visvader_REACTOME_TRANSCRIPTION_COUPLED_NER_weka_svm_weights_r_svm_rbf	0.8
Visvader_REACTOME_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES_weka_svm_weights_r_svm_rbf	0.8
Visvader_REACTOME_TRANSPORT_OF_MATURE_MRNA_DERIVED_FROM_AN_INTRON_CONTAINING_TRANSCRIPT_weka_svm_weights_r_svm_rbf	0.8
Visvader_REACTOME_TRNA_AMINOACYLATION_weka_svm_weights_r_svm_rbf	0.8
Visvader_REACTOME_UNWINDING_OF_DNA_weka_svm_weights_r_svm_rbf	0.8
Visvader_SA_B_CELL_RECEPTOR_COMPLEXES_weka_svm_weights_r_svm_rbf	0.8
Visvader_SIG_BCR_SIGNALING_PATHWAY_weka_svm_weights_r_svm_rbf	0.8
Visvader_SIG_CHEMOTAXIS_weka_svm_weights_r_svm_rbf	0.8
Visvader_SIG_INSULIN_RECEPTOR_PATHWAY_IN_CARDIAC_MYOCYTES_weka_svm_weights_r_svm_rbf	0.8
Visvader_SIG_PIP3_SIGNALING_IN_B_LYMPHOCYTES_weka_svm_weights_r_svm_rbf	0.8
Visvader_ST_ERK1_ERK2_MAPK_PATHWAY_weka_svm_weights_r_svm_rbf	0.8
Visvader_ST_GA12_PATHWAY_weka_svm_weights_r_svm_rbf	0.8
Visvader_ST_INTEGRIN_SIGNALING_PATHWAY_weka_svm_weights_r_svm_rbf	0.8
Visvader_BIOCARTA_ACTINY_PATHWAY_weka_svm_weights_r_svm_rbf	0.786666666667
Visvader_BIOCARTA_CDMAC_PATHWAY_weka_svm_weights_r_svm_rbf	0.786666666667
Visvader_BIOCARTA_CELL2CELL_PATHWAY_weka_svm_weights_r_svm_rbf	0.786666666667
Visvader_BIOCARTA_CREB_PATHWAY_weka_svm_weights_r_svm_rbf	0.786666666667
Visvader_BIOCARTA_EDG1_PATHWAY_weka_svm_weights_r_svm_rbf	0.786666666667
Visvader_BIOCARTA_G2_PATHWAY_weka_svm_weights_r_svm_rbf	0.786666666667
Visvader_BIOCARTA_IL2_PATHWAY_weka_svm_weights_r_svm_rbf	0.786666666667
Visvader_BIOCARTA_IL4_PATHWAY_weka_svm_weights_r_svm_rbf	0.786666666667
